ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	RID
7450	72_thefruit	the fruit	Bantawa	Kiranti_Bantawa	si	s.i	s i	bant1281	1507	27.117894	87.049995	3525	3525	FALSE	Jongens2009		
7451	72_thefruit	the fruit	Bantawa	Kiranti_Bantawa	sɨŋsiwa	s.ɨ.ŋ.s.i.w.a	s ɨ ŋ s i w a	bant1281	1507	27.117894	87.049995	3525	3525	FALSE	Jongens2009		
8064	72_thefruit	the fruit	Achang	Burmish_Achang	ʂə³¹	ʂ.ə.³¹	ʂ ə ³¹	acha1249	1507	24.466605	97.89503	3525	3525	FALSE	Huang1992 Hill2017		2906
8073	72_thefruit	the fruit	Rangoon	Burmish_Rangoon	ɑ⁵³+tθi⁵⁵	ɑ.⁵³.+.tθ.i.⁵⁵	ɑ ⁵³ + tθ i ⁵⁵	nucl1310	1507	16.874207	96.190785	3525	3525	FALSE	Huang1992 Hill2017		2931
8270	72_thefruit	the fruit	Atsi	Burmish_Atsi	ʃi²¹	ʃ.i.²¹	ʃ i ²¹	zaiw1241	1507	24.193367	97.806689	3525	3525	FALSE	Huang1992 Hill2017		
8271	72_thefruit	the fruit	Bola	Burmish_Bola	ʃɿ³⁵	ʃ.ɿ.³⁵	ʃ ɿ ³⁵	pela1242	1507	24.405004	98.234243	3525	3525	FALSE	Huang1992 Hill2017		
8273	72_thefruit	the fruit	Lashi	Burmish_Lashi	ʃɿ⁵⁵	ʃ.ɿ.⁵⁵	ʃ ɿ ⁵⁵	lash1243	1507	24.111512	98.311333	3525	3525	FALSE	Huang1992 Hill2017		2921
8274	72_thefruit	the fruit	Maru	Burmish_Maru	ʃi³⁵	ʃ.i.³⁵	ʃ i ³⁵	maru1249	1507	24.939981	99.83	3525	3525	FALSE	Huang1992 Hill2017		
8275	72_thefruit	the fruit	Xiandao	Burmish_Xiandao	ʂɿ³¹	ʂ.ɿ.³¹	ʂ ɿ ³¹	xian1249	1507	24.494153	97.753173	3525	3525	FALSE	Huang1992 Hill2017		
9300	72_thefruit	the fruit	Bahing	Kiranti_Bahing	pʰretsi	pʰ.r.e.ts.i	pʰ r e ts i	bahi1252	1507	27.309472	86.430334	3525	3525	FALSE	Michailovsky1989		
9301	72_thefruit	the fruit	Bahing	Kiranti_Bahing	siːtsi	s.iː.ts.i	s iː ts i	bahi1252	1507	27.309472	86.430334	3525	3525	FALSE	Michailovsky1989		
9528	72_thefruit	the fruit	Lushai	Mizo_Lushai	tʰei+rah	tʰ.e.i.+.r.a.h	tʰ e i + r a h	lush1249	1507	22.60535	92.629457	3525	3525	FALSE	Lorrain1940		2924
10235	72_thefruit	the fruit	Beijing	Sinitic_Beijing	kuɔ²¹⁴₂₁tsɿ⁰	k.u.ɔ.²¹⁴₂₁.ts.ɿ.⁰	k u ɔ ²¹⁴/²¹ ts ɿ ⁰	beij1235	1507	39.909056	116.397422	1762	1762	FALSE	Lai2017FN		2907
10236	72_thefruit	the fruit	Guangzhou	Sinitic_Guangzhou	saŋ⁵³kwɔ³⁵	s.a.ŋ.⁵³.k.w.ɔ.³⁵	s a ŋ ⁵³ k w ɔ ³⁵	guan1279	1507	23.131111	113.258099	1762	1762	FALSE	Lai2017FN		
10237	72_thefruit	the fruit	Chaozhou	Sinitic_Chaozhou	kuɛ⁵³	k.u.ɛ.⁵³	k u ɛ ⁵³	chao1238	1507	23.657699	116.622317	1762	1762	FALSE	Lai2017FN		2911
10238	72_thefruit	the fruit	Longgang	Sinitic_Longgang	saŋ³⁵kɔ³²	s.a.ŋ.³⁵.k.ɔ.³²	s a ŋ ³⁵ k ɔ ³²	hakk1236	1507	22.725545	114.243825	1762	1762	FALSE	Lai2017FN		
10239	72_thefruit	the fruit	Jieyang	Sinitic_Jieyang	kuɛ³¹	k.u.ɛ.³¹	k u ɛ ³¹	chao1239	1507	23.551122	116.373013	1762	1762	FALSE	Lai2017FN		
10240	72_thefruit	the fruit	Xingning	Sinitic_Xingning	ʂui²¹ko²¹	ʂ.u.i.²¹.k.o.²¹	ʂ u i ²¹ k o./o ²¹	hakk1236	1507	24.13674	115.732382	1762	1762	FALSE	Lai2017FN		2940
11141	72_thefruit	the fruit	Ukhrul	Naga_Ukhrul	tʰej	tʰ.e.j	tʰ e j	ukhr1238	1507	25.092617	94.37045	3525	3525	FALSE	Mortensen2012		2938
11346	72_thefruit	the fruit	Hayu	Kiranti_Hayu	+si	+.s.i	+ s i	wayu1241	1507	27.302102	86.099009	3525	3525	FALSE	Michailovsky1989a		2917
11477	72_thefruit	the fruit	Tangut	Tangut	dew	d.e.w	d e w	tang1334	1507	38.477453	106.285383	2498	2498	FALSE	Li1997		2932
11637	72_thefruit	the fruit	Tangut	Tangut	mjaa	m.jaa	m j aː	tang1334	1507	38.477453	106.285383	4085	4085	FALSE	Li1997		2933
11694	72_thefruit	the fruit	Mikir	Karbi	athe, ale, mu	+.th.ē	+ tʰ eː	karb1241	1507	25.735084	93.050494	3525	3525	FALSE	Walker1925 KonnerthFC GruessnerNoDate		
11967	72_thefruit	the fruit	Rabha	Rabha	tʰé	tʰ.é	tʰ é/e	rabh1238	1507	25.820135	91.170064	3525	3525	FALSE	Joseph2007		2930
672	75_thegoat	the goat	Alike	Tibetan_Alike	tɕhə ra	tɕh.ə._.r.a	tɕʰ ə + r a	amdo1237	1502	38.318508	92.839938	241	241	FALSE	Huang1992		3085
792	75_thegoat	the goat	Jingpho	Jingpho_Jingpho	pai³¹nam³³	p.a.i.³¹.◦.n.a.m.³³	p a i ³¹ + n a m ³³	jing1260	1502	25.461826	97.329866	146	146	FALSE	Huang1992		3071
858	75_thegoat	the goat	MotuoMenba	Bodic_Tshangla	ra ba	r.a._.b.a	r a + b a	tsha1245	1502	29.325414	95.340883	241	241	TRUE	Huang1992		3077
1188	75_thegoat	the goat	MaerkangrGyalrong	rGyalrong_Maerkang	tʃhət	tʃh.ə.t	tʃʰ ə t	situ1238	1502	31.868614	102.295293	774	774	FALSE	Huang1992		
1304	75_thegoat	the goat	Lhasa	Tibetan_Lhasa	ra¹³	r.a.¹³	r a ¹³	utsa1239	1502	29.653441	91.171493	241	241	FALSE	Huang1992		3088
1546	75_thegoat	the goat	Lisu	Loloish_Lisu	ɑ⁵⁵tʃhi̱³¹zɑ³¹	ɑ.⁵⁵.tʃh.i̱.³¹	ɑ ⁵⁵ tʃʰ i̠ ³¹	lisu1250	1502	25.950046	98.848486	774	774	FALSE	Huang1992		3074
1646	75_thegoat	the goat	Daofu	rGyalrong_Daofu	tshɛ	tsʰ.ɛ	tsʰ ɛ	horp1240	1502	30.975281	101.123742	774	774	FALSE	Huang1992		
1647	75_thegoat	the goat	Daofu	rGyalrong_Daofu	tɛ pu	t.ɛ.+.p.u	t ɛ + p u	horp1240	1502	30.975281	101.123742	3576	3576	FALSE	Huang1992		
1821	75_thegoat	the goat	Dulong	Nungic_Dulong	ɕɯ³¹ɹi⁵³	ɕ.ɯ.³¹.+.ɹ.i.⁵³	ɕ ɯ ³¹ + ɹ i ⁵³	drun1238	1502	27.749017	98.691868	1332	1332	FALSE	Huang1992		3066
1978	75_thegoat	the goat	Batang	Tibetan_Batang	ʐa²³¹	ʐ.a.²³¹	ʐ a ²³¹	kham1282	1502	30.00795	99.111944	241	241	FALSE	Huang1992		3087
2316	75_thegoat	the goat	Alike	Tibetan_Alike	ræ mæ	r.æ._.m.æ	r æ + m æ	amdo1237	1502	38.318508	92.839938	241	241	FALSE	Huang1992		3086
2500	75_thegoat	the goat	Zhaba	Qiangic_Zhaba	tɕhɛ¹³	tɕʰ.ɛ.¹³	tɕʰ ɛ ¹³	zhab1238	1502	30.538892	101.058397	774	774	FALSE	Huang1992		3093
2556	75_thegoat	the goat	DarangTaraon	Deng_Darang_Taraon	kɯ³¹tɕi⁵³	k.ɯ.³¹.◦.tɕ.i.⁵³	k ɯ ³¹ + tɕ i ⁵³	diga1241	1502	28.657986	97.469136	2195	2195	FALSE	Huang1992		3065
3289	75_thegoat	the goat	Bokar	Tani_Bokar	ra	r.a	r a	boka1249	1502	27.554547	93.15717	241	241	TRUE	Huang1992		3060
3540	75_thegoat	the goat	Bokar	Tani_Bokar	ɕə rə	ɕ.ə.+.r.ə	ɕ ə + r ə	boka1249	1502	27.554547	93.15717	1332	1332	FALSE	Huang1992		3061
3811	75_thegoat	the goat	Yidu	Deng_Yidu	kɯ³¹tɕi⁵⁵	k.ɯ.³¹.◦.tɕ.i.⁵⁵	k ɯ ³¹ + tɕ i ⁵⁵	idum1241	1502	29.448172	95.650179	2195	2195	FALSE	Huang1992		3092
4175	75_thegoat	the goat	Xiahe	Tibetan_Xiahe	ra ma	r.a._.m.a	r a + m a	amdo1237	1502	35.210549	102.524979	241	241	FALSE	Huang1992		
4241	75_thegoat	the goat	Japhug	rGyalrong_Japhug	tshɤt	tsh.ɤ.t	tsʰ ɤ t	japh1234	1502	32.207076	101.957636	774	774	FALSE	Jacques2015b		3070
4566	75_thegoat	the goat	Khaling	Kiranti_Khaling	ghrōːdʉ	gh.r.ōː.d.ʉ	gh r oː d ʉ	khal1275	1502	27.390595	87.510016	3320	3320	FALSE	Jacques2017FN		
4567	75_thegoat	the goat	Limbu	Kiranti_Limbu	mɛːnda	m.ɛː.n.d.a	m ɛː n d a	limb1266	1502	27.272065	87.889909	3609	3609	FALSE	Jacques2017FN		3073
4661	75_thegoat	the goat	OldChinese	Sinitic_Old_Chinese	*ɢaŋ	ɢ.a.ŋ	ɢ a ŋ	oldc1244	1502	34.101745	108.777868	1763	1763	FALSE	Baxter2014		3079
4956	75_thegoat	the goat	OldBurmese	Burmish_Old_Burmese	chit	ch.i.t	ch i t	oldb1235	1502	21.624974	97.126742	774	774	FALSE	Hill2017		3078
5228	75_thegoat	the goat	WobziKhroskyabs	Khroskyabs_Wobzi	tsʰǽ	tsʰ.ǽ	tsʰ ǽ/æ	eree1240	1502	31.62758	101.427999	774	774	FALSE	Lai2017		3090
5715	75_thegoat	the goat	Garo	Garo_Garo	doʔ+mok	d.o.ʔ.+.m.o.k	d o./o ʔ + m o./o k	garo1247	1502	25.504744	90.333226	3946	3946	FALSE	Burling2003		3067
5925	75_thegoat	the goat	OldTibetan	Tibetan_Old_Tibetan	ra	r.a	r a	clas1254	1502	30.027852	91.158704	241	241	FALSE	Huang1992		3080
6046	75_thegoat	the goat	Thulung	Kiranti_Thulung	tshwaːra	tsh.w.aː.r.a	tsʰ w aː r a	thul1246	1502	27.534944	87.609608	664	664	FALSE	Allen1975		3084
6266	75_thegoat	the goat	Hakha	Chin_Hakha	me+heʔ	m.e.+.h.e.ʔ	m e + h e ʔ	haka1240	1502	22.870089	92.820021	2069	2069	FALSE	VanBik2014		3068
6563	75_thegoat	the goat	Bunan	TibetoKinauri_Bunan	la	l.a	l a	gahr1239	1502	32.554766	77.076283	227	227	FALSE	Widmer2014		3062
6799	75_thegoat	the goat	Byangsi	TibetoKinauri_Byangsi	maːlaː	m.aː.l.aː	m aː l aː	byan1241	1502	29.583838	80.22309	227	227	FALSE	Sharma2003a		3063
7247	75_thegoat	the goat	Kulung	Kiranti_Kulung	tʃʰara	tʃʰ.a.r.a	tʃʰ a r a	kulu1253	1502	27.690037	86.910944	664	664	FALSE	Tolsma1999		3072
7454	75_thegoat	the goat	Bantawa	Kiranti_Bantawa	tsʰengara	tsʰ.e.n.g.a.r.a	tsʰ e n g a r a	bant1281	1502	27.117894	87.049995	664	664	FALSE	Jongens2009		
7895	75_thegoat	the goat	Achang	Burmish_Achang	paʔ⁵⁵	p.a.ʔ.⁵⁵	p a ʔ ⁵⁵	acha1249	1502	24.466605	97.89503	969	969	FALSE	Huang1992 Hill2017		3058
8470	75_thegoat	the goat	Bola	Burmish_Bola	jɔ̃∼⁵⁵	j.ɔ̃.∼.⁵⁵	j ɔ̃ ⁵⁵	pela1242	1502	24.405004	98.234243	1763	1763	TRUE	Huang1992 Hill2017		
8598	75_thegoat	the goat	Maru	Burmish_Maru	tʃʰat⁵⁵+pɛ̰ʔ⁵⁵	tʃʰ.a.t.⁵⁵.+.p.ɛ̰.ʔ.⁵⁵	tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵	maru1249	1502	24.939981	99.83	774	774	FALSE	Huang1992 Hill2017		
8615	75_thegoat	the goat	Rangoon	Burmish_Rangoon	sʰeʔ⁴	sʰ.e.ʔ.⁴	sʰ e ʔ ⁴	nucl1310	1502	16.874207	96.190785	774	774	FALSE	Huang1992 Hill2017		3082
8669	75_thegoat	the goat	Atsi	Burmish_Atsi	pai²¹+nam⁵⁵	p.a.i.²¹.+.n.a.m.⁵⁵	p a i ²¹ + n a m ⁵⁵	zaiw1241	1502	24.193367	97.806689	146	146	TRUE	Huang1992 Hill2017		
8797	75_thegoat	the goat	Xiandao	Burmish_Xiandao	paʔ³¹	p.a.ʔ.³¹	p a ʔ ³¹	xian1249	1502	24.494153	97.753173	969	969	FALSE	Huang1992 Hill2017		
9302	75_thegoat	the goat	Bahing	Kiranti_Bahing	sɔŋgara	s.ɔ.ŋ.g.a.r.a	s ɔ ŋ g a r a	bahi1252	1502	27.309472	86.430334	664	664	FALSE	Michailovsky1989		
9529	75_thegoat	the goat	Lushai	Mizo_Lushai	kêl	k.ê.l	k ê/e l	lush1249	1502	22.60535	92.629457	1521	1521	FALSE	Lorrain1940		3075
10241	75_thegoat	the goat	Beijing	Sinitic_Beijing	jɑŋ³⁵	j.ɑ.ŋ.³⁵	j ɑ ŋ ³⁵	beij1235	1502	39.909056	116.397422	1763	1763	FALSE	Lai2017FN		3059
10242	75_thegoat	the goat	Guangzhou	Sinitic_Guangzhou	jœŋ²¹	j.œ.ŋ.²¹	j œ ŋ ²¹	guan1279	1502	23.131111	113.258099	1763	1763	FALSE	Lai2017FN		
10243	75_thegoat	the goat	Chaozhou	Sinitic_Chaozhou	sũã∼³³ĩɛ̃∼⁵⁵	s.ũ.ã.∼.³³.ĩ.ɛ̃.∼.⁵⁵	s ũ ã ³³ ĩ ɛ̃ ⁵⁵	chao1238	1502	23.657699	116.622317	1763	1763	FALSE	Lai2017FN		3064
10244	75_thegoat	the goat	Longgang	Sinitic_Longgang	san³⁵jɔŋ²¹	s.a.n.³⁵.j.ɔ.ŋ.²¹	s a n ³⁵ j ɔ ŋ ²¹	hakk1236	1502	22.725545	114.243825	1763	1763	FALSE	Lai2017FN		
10245	75_thegoat	the goat	Jieyang	Sinitic_Jieyang	sũã∼³³ĩɔ̃∼⁵⁵	s.ũ.ã.∼.³³.ĩ.ɔ̃.∼.⁵⁵	s ũ ã ³³ ĩ ɔ̃ ⁵⁵	chao1239	1502	23.551122	116.373013	1763	1763	FALSE	Lai2017FN		
10246	75_thegoat	the goat	Xingning	Sinitic_Xingning	san⁴⁵₃₅ʐɔŋ²⁴	s.a.n.⁴⁵₃₅.ʐ.ɔ.ŋ.²⁴	s a n ⁴⁵/³⁵ ʐ ɔ ŋ ²⁴	hakk1236	1502	24.13674	115.732382	1763	1763	FALSE	Lai2017FN		3091
11142	75_thegoat	the goat	Ukhrul	Naga_Ukhrul	me	m.e	m e	ukhr1238	1502	25.092617	94.37045	2069	2069	FALSE	Mortensen2012		3089
11347	75_thegoat	the goat	Hayu	Kiranti_Hayu	tseːli	ts.eː.l.i	ts eː l i	wayu1241	1502	27.302102	86.099009	10256	10256	FALSE	Michailovsky1989a		3069
11559	75_thegoat	the goat	Tangut	Tangut	tshjɨ	tsh.jɨ	tsʰ j ɨ	tang1334	1502	38.477453	106.285383	774	774	FALSE	Li1997		3083
11831	75_thegoat	the goat	Mikir	Karbi	bi	b.ī	b iː	karb1241	1502	25.735084	93.050494	10513	10513	FALSE	Walker1925 KonnerthFC GruessnerNoDate		3076
12066	75_thegoat	the goat	Rabha	Rabha	prɨn	p.r.ɨ.n	p r ɨ n	rabh1238	1502	25.820135	91.170064	10512	10512	FALSE	Joseph2007		3081
196	77_thegrass	the grass	OldTibetan	Tibetan_Old_Tibetan	rtsʷ←wa	r.tsʷ.←.w.a	r tsʷ + w a	clas1254	606	30.027852	91.158704	959	959	FALSE	Huang1992		
197	77_thegrass	the grass	Japhug	rGyalrong_Japhug	xɕɤj	x.ɕ.a.j	x ɕ a j	japh1234	606	32.207076	101.957636	1361	1361	FALSE	Jacques2015b		
846	77_thegrass	the grass	Jingpho	Jingpho_Jingpho	tsi̱ŋ³³	ts.i̱.ŋ.³³	ts i̠ ŋ ³³	jing1260	606	25.461826	97.329866	224	224	FALSE	Huang1992		
896	77_thegrass	the grass	MotuoMenba	Bodic_Tshangla	tsi	ts.i	ts i	tsha1245	606	29.325414	95.340883	294	294	FALSE	Huang1992		
897	77_thegrass	the grass	MotuoMenba	Bodic_Tshangla	ŋon	ŋ.o.n	ŋ o./o n	tsha1245	606	29.325414	95.340883	311	311	TRUE	Huang1992		
1054	77_thegrass	the grass	Daofu	rGyalrong_Daofu	rŋə rŋa	r.ŋ.ə.+.r.ŋ.a	r ŋ ə + r ŋ a	horp1240	606	30.975281	101.123742	311	311	FALSE	Huang1992		
1240	77_thegrass	the grass	MaerkangrGyalrong	rGyalrong_Maerkang	kɑ tsɑ	k.ɑ._.ts.ɑ	k ɑ + ts ɑ	situ1238	606	31.868614	102.295293	2792	2792	FALSE	Huang1992		
1355	77_thegrass	the grass	Lhasa	Tibetan_Lhasa	tsa⁵⁵	ts.a.⁵⁵	ts a ⁵⁵	utsa1239	606	29.653441	91.171493	959	959	FALSE	Huang1992		
1902	77_thegrass	the grass	Dulong	Nungic_Dulong	ɕin⁵⁵	ɕ.i.n.⁵⁵	ɕ i n ⁵⁵	drun1238	606	27.749017	98.691868	1361	1361	FALSE	Huang1992		
2026	77_thegrass	the grass	Batang	Tibetan_Batang	tsa⁵³	ts.a.⁵³	ts a ⁵³	kham1282	606	30.00795	99.111944	959	959	FALSE	Huang1992		
2554	77_thegrass	the grass	Zhaba	Qiangic_Zhaba	tʂᴜ¹³	tʂ.ᴜ.¹³	ʈʂ u ¹³	zhab1238	606	30.538892	101.058397	2256	2256	FALSE	Huang1992		
2604	77_thegrass	the grass	DarangTaraon	Deng_Darang_Taraon	tɑ³¹ɹe⁵⁵	t.ɑ.³¹.◦.ɹ.e.⁵⁵	t ɑ ³¹ + ɹ e ⁵⁵	diga1241	606	28.657986	97.469136	2237	2237	FALSE	Huang1992		
2942	77_thegrass	the grass	Xiahe	Tibetan_Xiahe	htsa	h.ts.a	h ts a	amdo1237	606	35.210549	102.524979	959	959	FALSE	Huang1992		
3309	77_thegrass	the grass	Lisu	Loloish_Lisu	mɯ̱³³tʃhi³¹	m.o̱.³¹	m o̠ ³¹	lisu1250	606	25.950046	98.848486	1020	1020	FALSE	Huang1992		
3333	77_thegrass	the grass	Bokar	Tani_Bokar	ta piː	t.a.+.p.iː	t a + p iː	boka1249	606	27.554547	93.15717	2649	2649	FALSE	Huang1992		
3722	77_thegrass	the grass	Alike	Tibetan_Alike	rtsæ	r.ts.æ	r ts æ	amdo1237	606	38.318508	92.839938	959	959	FALSE	Huang1992		
3862	77_thegrass	the grass	Yidu	Deng_Yidu	kɑ⁵⁵ɹe⁵⁵	k.ɑ.⁵⁵.◦.ɹ.e.⁵⁵	k ɑ ⁵⁵ + ɹ e ⁵⁵	idum1241	606	29.448172	95.650179	2918	2918	FALSE	Huang1992		
4300	77_thegrass	the grass	Khaling	Kiranti_Khaling	luːsʌ‍m	l.uː.s.ʌ‍.m	l uː s ʌ m	khal1275	606	27.390595	87.510016	3505	3505	FALSE	Jacques2017FN		
4301	77_thegrass	the grass	Limbu	Kiranti_Limbu	liŋ	l.i.ŋ	l i ŋ	limb1266	606	27.272065	87.889909	3506	3506	FALSE	Jacques2017FN		
4668	77_thegrass	the grass	OldChinese	Sinitic_Old_Chinese	*[tsʰ]ˤuʔ	tsʰˤ.u.ʔ	tsʰˤ u ʔ	oldc1244	606	34.101745	108.777868	959	959	FALSE	Baxter2014		
4669	77_thegrass	the grass	OldChinese	Sinitic_Old_Chinese	*Cə.tsˤə[r]-s	C/.ə.+.tsˤ.ə.r.+.s	C/k ə + tsˤ ə r + s	oldc1244	606	34.101745	108.777868	3635	3635	FALSE	Baxter2014		
4957	77_thegrass	the grass	OldBurmese	Burmish_Old_Burmese	mrak	m.r.a.k	m r a k	oldb1235	606	21.624974	97.126742	1020	1020	FALSE	Hill2017		
5230	77_thegrass	the grass	WobziKhroskyabs	Khroskyabs_Wobzi	χɕí	χ.ɕ.í	χ ɕ í/i	eree1240	606	31.62758	101.427999	1361	1361	FALSE	Lai2017		
5480	77_thegrass	the grass	Chepang	Chepang_Chepang	ki	k.i	k i	chep1245	606	27.785164	84.908801	3822	3822	FALSE	Caughley2000		
5717	77_thegrass	the grass	Garo	Garo_Garo	sam	s.a.m	s a m	garo1247	606	25.504744	90.333226	3505	3505	FALSE	Burling2003		
6268	77_thegrass	the grass	Hakha	Chin_Hakha	râ/am	r.â/a.m	r â/a m	haka1240	606	22.870089	92.820021	4132	4132	FALSE	VanBik2014		
6655	77_thegrass	the grass	Bunan	TibetoKinauri_Bunan	tɕi	tɕ.i	tɕ i	gahr1239	606	32.554766	77.076283	294	294	FALSE	Widmer2014		
6800	77_thegrass	the grass	Byangsi	TibetoKinauri_Byangsi	tsı̀	ts.ı̀	ts ì/i	byan1241	606	29.583838	80.22309	294	294	FALSE	Sharma2003a		
7017	77_thegrass	the grass	Rongpo	Tibeto_Kinauri_Rongpo	tʃi	tʃ.i	tʃ i	rong1264	606	30.530044	79.569987	294	294	FALSE	Sharma2003		
7248	77_thegrass	the grass	Kulung	Kiranti_Kulung	serbɔ	s.e.r.b.ɔ	s e r b ɔ	kulu1253	606	27.690037	86.910944	665	665	FALSE	Tolsma1999		
7456	77_thegrass	the grass	Bantawa	Kiranti_Bantawa	gʱãsa	gʱ.ã.s.a	gʱ ã s a	bant1281	606	27.117894	87.049995	1094	1094	TRUE	Jongens2009		
8019	77_thegrass	the grass	Rangoon	Burmish_Rangoon	mjɛʔ⁴	m.j.ɛ.ʔ.⁴	m j ɛ ʔ ⁴	nucl1310	606	16.874207	96.190785	1020	1020	FALSE	Huang1992 Hill2017		
8300	77_thegrass	the grass	Achang	Burmish_Achang	sa⁵⁵	s.a.⁵⁵	s a ⁵⁵	acha1249	606	24.466605	97.89503	1094	1094	FALSE	Huang1992 Hill2017		
8302	77_thegrass	the grass	Atsi	Burmish_Atsi	na̰m²¹	n.a̰.m.²¹	n a̰ m ²¹	zaiw1241	606	24.193367	97.806689	1095	1095	FALSE	Huang1992 Hill2017		
8304	77_thegrass	the grass	Lashi	Burmish_Lashi	ma̰n⁵⁵	m.a̰.n.⁵⁵	m a̰ n ⁵⁵	lash1243	606	24.111512	98.311333	1096	1096	FALSE	Huang1992 Hill2017		
8305	77_thegrass	the grass	Maru	Burmish_Maru	ma̰ŋ³⁵	m.a̰.ŋ.³⁵	m a̰ ŋ ³⁵	maru1249	606	24.939981	99.83	1096	1096	FALSE	Huang1992 Hill2017		
8352	77_thegrass	the grass	Bola	Burmish_Bola	mɛ̰̃∼³⁵	m.ɛ̰̃.∼.³⁵	m ɛ̰̃ ³⁵	pela1242	606	24.405004	98.234243	1096	1096	FALSE	Huang1992 Hill2017		
8367	77_thegrass	the grass	Xiandao	Burmish_Xiandao	sa⁵⁵	s.a.⁵⁵	s a ⁵⁵	xian1249	606	24.494153	97.753173	1094	1094	FALSE	Huang1992 Hill2017		
9303	77_thegrass	the grass	Bahing	Kiranti_Bahing	tsinda	ts.i.n.d.a	ts i n d a	bahi1252	606	27.309472	86.430334	1396	1396	FALSE	Michailovsky1989		
9530	77_thegrass	the grass	Lushai	Mizo_Lushai	l̥obet	l̥.o.b.e.t	l̥ o./o b e t	lush1249	606	22.60535	92.629457	1522	1522	FALSE	Lorrain1940		
9531	77_thegrass	the grass	Lushai	Mizo_Lushai	n̥im	n̥.i.m	n̥ i m	lush1249	606	22.60535	92.629457	1095	1095	FALSE	Lorrain1940		
10247	77_thegrass	the grass	Beijing	Sinitic_Beijing	ji⁵¹ɕiɑo²¹⁴₂₁pʰir/ɐn⁵¹tsʰɑo²¹⁴	j.i.⁵¹.ɕ.i.ɑ.o.²¹⁴₂₁.pʰ.i.r/ɐ.n.⁵¹.tsʰ.ɑ.o.²¹⁴	j i ⁵¹ ɕ i ɑ o./o ²¹⁴/²¹ pʰ i r/ɐ n ⁵¹ tsʰ ɑ o./o ²¹⁴	beij1235	606	39.909056	116.397422	959	959	FALSE	Lai2017FN		
10248	77_thegrass	the grass	Guangzhou	Sinitic_Guangzhou	jɐt⁵tøy⁵³tsʰou³⁵	j.ɐ.t.⁵.t.ø.y.⁵³.tsʰ.o.u.³⁵	j ɐ t ⁵ t ø y ⁵³ tsʰ o./o u ³⁵	guan1279	606	23.131111	113.258099	959	959	FALSE	Lai2017FN		
10249	77_thegrass	the grass	Chaozhou	Sinitic_Chaozhou	tsʰau⁵³	tsʰ.a.u.⁵³	tsʰ a u ⁵³	chao1238	606	23.657699	116.622317	959	959	FALSE	Lai2017FN		
10250	77_thegrass	the grass	Longgang	Sinitic_Longgang	tsʰau³²	tsʰ.a.u.³²	tsʰ a u ³²	hakk1236	606	22.725545	114.243825	959	959	FALSE	Lai2017FN		
10251	77_thegrass	the grass	Jieyang	Sinitic_Jieyang	tsʰau³¹	tsʰ.a.u.³¹	tsʰ a u ³¹	chao1239	606	23.551122	116.373013	959	959	FALSE	Lai2017FN		
10252	77_thegrass	the grass	Xingning	Sinitic_Xingning	tsʰɑɔ²¹	tsʰ.ɑ.ɔ.²¹	tsʰ ɑ ɔ ²¹	hakk1236	606	24.13674	115.732382	959	959	FALSE	Lai2017FN		
11143	77_thegrass	the grass	Ukhrul	Naga_Ukhrul	kʰuwa	kʰ.u.w.a	kʰ u w a	ukhr1238	606	25.092617	94.37045	2070	2070	FALSE	Mortensen2012		
11348	77_thegrass	the grass	Hayu	Kiranti_Hayu	moksa	m.o.k.s.a	m o./o k s a	wayu1241	606	27.302102	86.099009	1094	1094	FALSE	Michailovsky1989a		
11524	77_thegrass	the grass	Tangut	Tangut	ɕjɨ	ɕ.jɨ	ɕ j ɨ	tang1334	606	38.477453	106.285383	1361	1361	FALSE	Li1997		
11774	77_thegrass	the grass	Mikir	Karbi	bap, bi, bapso	b.a.p	b a p	karb1241	606	25.735084	93.050494	10366	10366	FALSE	Walker1925 KonnerthFC GruessnerNoDate		
11970	77_thegrass	the grass	Rabha	Rabha	sam	s.a.m	s a m	rabh1238	606	25.820135	91.170064	3505	3505	FALSE	Joseph2007		
709	79_thehail	the hail	Jingpho	Jingpho_Jingpho	sin³³	s.i.n.³³	s i n ³³	jing1260	609	25.461826	97.329866	384	384	FALSE	Huang1992		3227
1087	79_thehail	the hail	MaerkangrGyalrong	rGyalrong_Maerkang	tə rmo	t.ə._.r.m.o	t ə + r m o	situ1238	609	31.868614	102.295293	1166	1166	FALSE	Huang1992		
1567	79_thehail	the hail	Daofu	rGyalrong_Daofu	lmə	l.m.ə	l m ə	horp1240	609	30.975281	101.123742	1166	1166	FALSE	Huang1992		
1726	79_thehail	the hail	Dulong	Nungic_Dulong	wan⁵⁵ɕɛn⁵³	w.a.n.⁵⁵.+.ɕ.ɛ.n.⁵³	w a n ⁵⁵ + ɕ ɛ n ⁵³	drun1238	609	27.749017	98.691868	384	384	FALSE	Huang1992		3222
1854	79_thehail	the hail	Batang	Tibetan_Batang	shɑ⁵⁵	sh.ɑ.⁵⁵	sʰ ɑ ⁵⁵	kham1282	609	30.00795	99.111944	384	384	FALSE	Huang1992		3243
