ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	RID	SOURCE
632	91_tohold	to hold	Shergaon	She.	zɔm	zɔm	z ɔ m	sher1261	1448	27.105018	92.272133	1215	FALSE	3749	LandB2017
633	91_tohold	to hold	BhutanTshangla	Tshangla	ʦʰuŋ	ʦʰuŋ	tsʰ u ŋ	tsha1245	1448	27.337241	91.551654	1986	FALSE	3750	LandB2017
2482	99_tohunt	to hunt	BuluPuroik	BP	giŋ	giŋ	g i ŋ	bulu1255	1435	27.452241	92.44563		FALSE	0	Lieberherr2017
2483	99_tohunt	to hunt	DikhyangBugun	Bugun S-D	ɕa+pɔ+wuə	ɕa+pɔ+wuə	ɕ a + p ɔ + w u/w ə	dikh1234	1435	27.320666	92.455119		FALSE	0	LandB2017
2484	99_tohunt	to hunt	Khispi	Khs.	ɕa+tul	ɕa+tul	ɕ a + t u l	lish1235	1435	27.378042	92.223221		FALSE	0	LandB2017
2485	99_tohunt	to hunt	Duhumbi	Duh.	ɕa+tur	ɕa+tur	ɕ a + t u r	chug1252	1435	27.416112	92.212034		FALSE	0	LandB2017
2486	99_tohunt	to hunt	Khoina	Khn.	ʂu+ruk	ʂu+ruk	ʂ u + r u k	khoi1253	1435	27.334981	92.52994		FALSE	0	LandB2017
2487	99_tohunt	to hunt	Jerigaon	Jer.	su+rɛk	su+rɛk	s u + r ɛ k	jeri1243	1435	27.340629	92.486595		FALSE	0	LandB2017
2488	99_tohunt	to hunt	Khoitam	Kht.	su+rɛk	su+rɛk	s u + r ɛ k	khoi1252	1435	27.327487	92.439455		FALSE	0	LandB2017
2489	99_tohunt	to hunt	Rahung	Rah.	su+tiŋ	su+tiŋ	s u + t i ŋ	rahu1234	1435	27.310778	92.395028		FALSE	0	LandB2017
2490	99_tohunt	to hunt	Rupa	Rup.	dʑaŋ+seˀ+lɔˀ+ɔŋ	dʑaŋ+seˀ+lɔˀ+ɔŋ	dʑ a ŋ + s eˀ + l ɔˀ + ɔ ŋ	rupa1234	1435	27.203065	92.398757		FALSE	0	LandB2017
2491	99_tohunt	to hunt	Shergaon	She.	dʑaŋ+seˀ+lɔˀ+ɔŋ	dʑaŋ+seˀ+lɔˀ+ɔŋ	dʑ a ŋ + s eˀ + l ɔˀ + ɔ ŋ	sher1261	1435	27.105018	92.272133		FALSE	0	LandB2017
2492	99_tohunt	to hunt	BhutanTshangla	Tshangla	ɕa+kʰɔn	ɕa+kʰɔn	ɕ a + kʰ ɔ n	tsha1245	1435	27.337241	91.551654		FALSE	0	LandB2017
458	104_tokill	to kill	BuluPuroik	BP	wɛʔ	wɛʔ	w ɛ ʔ	bulu1255	1417	27.452241	92.44563	3125	FALSE	4212	Lieberherr2017
459	104_tokill	to kill	DikhyangBugun	Bugun S-D	uə	uə	u/w ə	dikh1234	1417	27.320666	92.455119	3125	FALSE	4213	LandB2017
460	104_tokill	to kill	Khispi	Khs.	at	at	a t	lish1235	1417	27.378042	92.223221	3125	FALSE	4214	LandB2017
461	104_tokill	to kill	Duhumbi	Duh.	at	at	a t	chug1252	1417	27.416112	92.212034	3125	FALSE	4215	LandB2017
462	104_tokill	to kill	Khoina	Khn.	ɑˀ	ɑˀ	ɑˀ	khoi1253	1417	27.334981	92.52994	3125	FALSE	4216	LandB2017
463	104_tokill	to kill	Jerigaon	Jer.	aˀ	aˀ	aˀ	jeri1243	1417	27.340629	92.486595	3125	FALSE	4217	LandB2017
464	104_tokill	to kill	Khoitam	Kht.	ɔˀ	ɔˀ	ɔˀ	khoi1252	1417	27.327487	92.439455	3125	FALSE	4218	LandB2017
465	104_tokill	to kill	Rahung	Rah.	ɔˀ	ɔˀ	ɔˀ	rahu1234	1417	27.310778	92.395028	3125	FALSE	4219	LandB2017
466	104_tokill	to kill	Rupa	Rup.	ɔˀ	ɔˀ	ɔˀ	rupa1234	1417	27.203065	92.398757	3125	FALSE	4220	LandB2017
467	104_tokill	to kill	Shergaon	She.	ɔˀ	ɔˀ	ɔˀ	sher1261	1417	27.105018	92.272133	3125	FALSE	4221	LandB2017
468	104_tokill	to kill	BhutanTshangla	Tshangla	ɕe	ɕe	ɕ e	tsha1245	1417	27.337241	91.551654	3125	FALSE	4222	LandB2017
2493	105_toknead	to knead	Khispi	Khs.	hu	hu	h u	lish1235	274	27.378042	92.223221		FALSE	0	LandB2017
2494	105_toknead	to knead	Duhumbi	Duh.	hu	hu	h u	chug1252	274	27.416112	92.212034		FALSE	0	LandB2017
2495	105_toknead	to knead	BhutanTshangla	Tshangla	ɲe	ɲe	ɲ e	tsha1245	274	27.337241	91.551654		FALSE	0	LandB2017
12	108_toknowsomething	to know (something)	BuluPuroik	BP	dɛ̃	dɛ̃	d ɛ̃	bulu1255	1410	27.452241	92.44563	259	FALSE	4353	Lieberherr2017
13	108_toknowsomething	to know (something)	DikhyangBugun	Bugun S-D	ĩt	ĩt	ĩ t	dikh1234	1410	27.320666	92.455119	2279	FALSE	4354	LandB2017
14	108_toknowsomething	to know (something)	Khispi	Khs.	dɛn	dɛn	d ɛ n	lish1235	1410	27.378042	92.223221	259	FALSE	4355	LandB2017
15	108_toknowsomething	to know (something)	Duhumbi	Duh.	dɛn	dɛn	d ɛ n	chug1252	1410	27.416112	92.212034	259	FALSE	4356	LandB2017
16	108_toknowsomething	to know (something)	Khoina	Khn.	dɛn	dɛn	d ɛ n	khoi1253	1410	27.334981	92.52994	259	FALSE	4357	LandB2017
17	108_toknowsomething	to know (something)	Jerigaon	Jer.	dɛn	dɛn	d ɛ n	jeri1243	1410	27.340629	92.486595	259	FALSE	4358	LandB2017
18	108_toknowsomething	to know (something)	Khoitam	Kht.	dan	dan	d a n	khoi1252	1410	27.327487	92.439455	259	FALSE	4359	LandB2017
19	108_toknowsomething	to know (something)	Rahung	Rah.	dɛn	dɛn	d ɛ n	rahu1234	1410	27.310778	92.395028	215	FALSE	4360	LandB2017
20	108_toknowsomething	to know (something)	Rupa	Rup.	dan	dan	d a n	rupa1234	1410	27.203065	92.398757	215	FALSE	4361	LandB2017
21	108_toknowsomething	to know (something)	Shergaon	She.	dan	dan	d a n	sher1261	1410	27.105018	92.272133	215	FALSE	4362	LandB2017
22	108_toknowsomething	to know (something)	BhutanTshangla	Tshangla	se	se	s e	tsha1245	1410	27.337241	91.551654	2279	FALSE	4363	LandB2017
755	111_tolaugh	to laugh	BuluPuroik	BP	zɛɛ	zɛɛ	z ɛː	bulu1255	1355	27.452241	92.44563	266	FALSE	4490	Lieberherr2017
756	111_tolaugh	to laugh	DikhyangBugun	Bugun S-D	sʲɔk	sʲɔk	s j ɔ k	dikh1234	1355	27.320666	92.455119	268	FALSE	4491	LandB2017
757	111_tolaugh	to laugh	Khispi	Khs.	ʑɛj	ʑɛj	ʑ ɛ j	lish1235	1355	27.378042	92.223221	266	FALSE	4492	LandB2017
758	111_tolaugh	to laugh	Duhumbi	Duh.	ʑɛj	ʑɛj	ʑ ɛ j	chug1252	1355	27.416112	92.212034	266	FALSE	4493	LandB2017
759	111_tolaugh	to laugh	Khoina	Khn.	ʐa	ʐa	ʐ a	khoi1253	1355	27.334981	92.52994	266	FALSE	4494	LandB2017
760	111_tolaugh	to laugh	Jerigaon	Jer.	zɛ	zɛ	z ɛ	jeri1243	1355	27.340629	92.486595	266	FALSE	4495	LandB2017
761	111_tolaugh	to laugh	Khoitam	Kht.	zɛ	zɛ	z ɛ	khoi1252	1355	27.327487	92.439455	266	FALSE	4496	LandB2017
762	111_tolaugh	to laugh	Rahung	Rah.	zɛ	zɛ	z ɛ	rahu1234	1355	27.310778	92.395028	266	FALSE	4497	LandB2017
763	111_tolaugh	to laugh	Rupa	Rup.	za	za	z a	rupa1234	1355	27.203065	92.398757	266	FALSE	4498	LandB2017
764	111_tolaugh	to laugh	Shergaon	She.	za	za	z a	sher1261	1355	27.105018	92.272133	266	FALSE	4499	LandB2017
765	111_tolaugh	to laugh	BhutanTshangla	Tshangla	ŋar	ŋar	ŋ a r	tsha1245	1355	27.337241	91.551654	791	FALSE	4500	LandB2017
968	115_tolick	to lick	BuluPuroik	BP	ljaʔ	ljaʔ	l j a ʔ	bulu1255	319	27.452241	92.44563	101	FALSE	4641	Lieberherr2017
969	115_tolick	to lick	DikhyangBugun	Bugun S-D	lʲak	lʲak	l j a k	dikh1234	319	27.320666	92.455119	101	FALSE	4642	LandB2017
970	115_tolick	to lick	Khispi	Khs.	lak	lak	l a k	lish1235	319	27.378042	92.223221	101	FALSE	4643	LandB2017
971	115_tolick	to lick	Duhumbi	Duh.	lak	lak	l a k	chug1252	319	27.416112	92.212034	101	FALSE	4644	LandB2017
972	115_tolick	to lick	Khoina	Khn.	lak	lak	l a k	khoi1253	319	27.334981	92.52994	101	FALSE	4645	LandB2017
973	115_tolick	to lick	Jerigaon	Jer.	lak	lak	l a k	jeri1243	319	27.340629	92.486595	101	FALSE	4646	LandB2017
974	115_tolick	to lick	Khoitam	Kht.	lak	lak	l a k	khoi1252	319	27.327487	92.439455	101	FALSE	4647	LandB2017
975	115_tolick	to lick	Rahung	Rah.	lak	lak	l a k	rahu1234	319	27.310778	92.395028	101	FALSE	4648	LandB2017
976	115_tolick	to lick	Rupa	Rup.	neˀ	neˀ	n eˀ	rupa1234	319	27.203065	92.398757	10251	FALSE	4649	LandB2017
977	115_tolick	to lick	Shergaon	She.	neˀ	neˀ	n eˀ	sher1261	319	27.105018	92.272133	10251	FALSE	4650	LandB2017
978	115_tolick	to lick	BhutanTshangla	Tshangla	bɛn	bɛn	b ɛ n	tsha1245	319	27.337241	91.551654	2701	FALSE	4651	LandB2017
2496	116_toliedown	to lie down	BuluPuroik	BP	reʔ	reʔ	r e ʔ	bulu1255	215	27.452241	92.44563		FALSE	0	Lieberherr2017
2497	116_toliedown	to lie down	DikhyangBugun	Bugun S-D	mɛn+rɔ+wɛ	mɛn+rɔ+wɛ	m ɛ n + r ɔ + w ɛ	dikh1234	215	27.320666	92.455119		FALSE	0	LandB2017
2498	116_toliedown	to lie down	Khispi	Khs.	dʑaŋ	dʑaŋ	dʑ a ŋ	lish1235	215	27.378042	92.223221		FALSE	0	LandB2017
2499	116_toliedown	to lie down	Duhumbi	Duh.	dʑaŋ	dʑaŋ	dʑ a ŋ	chug1252	215	27.416112	92.212034		FALSE	0	LandB2017
2500	116_toliedown	to lie down	Khoina	Khn.	ʂiŋ	ʂiŋ	ʂ i ŋ	khoi1253	215	27.334981	92.52994		FALSE	0	LandB2017
2501	116_toliedown	to lie down	Jerigaon	Jer.	kʰɔ̃ŋ	kʰɔ̃ŋ	kʰ ɔ̃ ŋ	jeri1243	215	27.340629	92.486595		FALSE	0	LandB2017
2502	116_toliedown	to lie down	Khoitam	Kht.	kʰe	kʰe	kʰ e	khoi1252	215	27.327487	92.439455		FALSE	0	LandB2017
2503	116_toliedown	to lie down	Rahung	Rah.	hiŋ+rɛ+dʑɔ	hiŋ+rɛ+dʑɔ	h i ŋ + r ɛ + dʑ ɔ	rahu1234	215	27.310778	92.395028		FALSE	0	LandB2017
2504	116_toliedown	to lie down	Rupa	Rup.	tʰuŋ	tʰuŋ	tʰ u ŋ	rupa1234	215	27.203065	92.398757		FALSE	0	LandB2017
2505	116_toliedown	to lie down	Shergaon	She.	tʰuŋ	tʰuŋ	tʰ u ŋ	sher1261	215	27.105018	92.272133		FALSE	0	LandB2017
2506	116_toliedown	to lie down	BhutanTshangla	Tshangla	tʰaŋ	tʰaŋ	tʰ a ŋ	tsha1245	215	27.337241	91.551654		FALSE	0	LandB2017
2511	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	BuluPuroik	BP	dʒoː+ʃaŋ	dʒoː+ʃaŋ	d ʒ oː + ʃ a ŋ	bulu1255	2164	27.452241	92.44563		FALSE	0	Lieberherr2017
2512	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	Khispi	Khs.	tan+pa+li	tan+pa+li	t a n + p a + l i	lish1235	2164	27.378042	92.223221		FALSE	0	LandB2017
2513	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	Duhumbi	Duh.	kik	kik	k i k	chug1252	2164	27.416112	92.212034		FALSE	0	LandB2017
2514	125_tomarryamanmarriesawoman	to marry (a man marries a woman)	BhutanTshangla	Tshangla	ɲɛn+pʰi	ɲɛn+pʰi	ɲ ɛ n + pʰ i	tsha1245	2164	27.337241	91.551654		FALSE	0	LandB2017
794	152_toplantvegetalsrice	to plant (vegetals, rice)	BuluPuroik	BP	ɬai	ɬai	ɬ a i/j	bulu1255	1486	27.452241	92.44563	722	FALSE	6193	Lieberherr2017
795	152_toplantvegetalsrice	to plant (vegetals, rice)	Khispi	Khs.	hɛj	hɛj	h ɛ j	lish1235	1486	27.378042	92.223221	722	FALSE	6194	LandB2017
796	152_toplantvegetalsrice	to plant (vegetals, rice)	Duhumbi	Duh.	hɛj	hɛj	h ɛ j	chug1252	1486	27.416112	92.212034	722	FALSE	6195	LandB2017
797	152_toplantvegetalsrice	to plant (vegetals, rice)	Khoina	Khn.	hɑ	hɑ	h ɑ	khoi1253	1486	27.334981	92.52994	722	FALSE	6196	LandB2017
798	152_toplantvegetalsrice	to plant (vegetals, rice)	Jerigaon	Jer.	haˀ	haˀ	h aˀ	jeri1243	1486	27.340629	92.486595	722	FALSE	6197	LandB2017
799	152_toplantvegetalsrice	to plant (vegetals, rice)	Khoitam	Kht.	lɔ	lɔ	l ɔ	khoi1252	1486	27.327487	92.439455	722	FALSE	6198	LandB2017
800	152_toplantvegetalsrice	to plant (vegetals, rice)	Rahung	Rah.	lɔ	lɔ	l ɔ	rahu1234	1486	27.310778	92.395028	722	FALSE	6199	LandB2017
801	152_toplantvegetalsrice	to plant (vegetals, rice)	Rupa	Rup.	lɔ	lɔ	l ɔ	rupa1234	1486	27.203065	92.398757	722	FALSE	6200	LandB2017
802	152_toplantvegetalsrice	to plant (vegetals, rice)	Shergaon	She.	lɔˀ	lɔˀ	l ɔˀ	sher1261	1486	27.105018	92.272133	722	FALSE	6201	LandB2017
803	152_toplantvegetalsrice	to plant (vegetals, rice)	BhutanTshangla	Tshangla	ʨʰe	ʨʰe	tɕʰ e	tsha1245	1486	27.337241	91.551654	269	FALSE	6202	LandB2017
1477	153_toplay	to play	BuluPuroik	BP	lɛɛ	lɛɛ	l ɛː	bulu1255	1413	27.452241	92.44563	1222	FALSE	6236	Lieberherr2017
1478	153_toplay	to play	DikhyangBugun	Bugun S-D	b.ruj	b.ruj	b + r u j	dikh1234	1413	27.320666	92.455119	1225	FALSE	6237	LandB2017
1479	153_toplay	to play	Khispi	Khs.	lɛj	lɛj	l ɛ j	lish1235	1413	27.378042	92.223221	1222	FALSE	6238	LandB2017
1480	153_toplay	to play	Duhumbi	Duh.	lɛj	lɛj	l ɛ j	chug1252	1413	27.416112	92.212034	1222	FALSE	6239	LandB2017
1481	153_toplay	to play	Khoina	Khn.	lɑ	lɑ	l ɑ	khoi1253	1413	27.334981	92.52994	1222	FALSE	6240	LandB2017
1482	153_toplay	to play	Jerigaon	Jer.	jɛŋ	jɛŋ	j ɛ ŋ	jeri1243	1413	27.340629	92.486595	1224	FALSE	6241	LandB2017
1483	153_toplay	to play	Khoitam	Kht.	jɛŋ	jɛŋ	j ɛ ŋ	khoi1252	1413	27.327487	92.439455	1224	FALSE	6242	LandB2017
1484	153_toplay	to play	Rahung	Rah.	jɛŋ	jɛŋ	j ɛ ŋ	rahu1234	1413	27.310778	92.395028	1222	FALSE	6243	LandB2017
1485	153_toplay	to play	Rupa	Rup.	lɔ	lɔ	l ɔ	rupa1234	1413	27.203065	92.398757	1222	FALSE	6244	LandB2017
1486	153_toplay	to play	Shergaon	She.	lɔ	lɔ	l ɔ	sher1261	1413	27.105018	92.272133	1222	FALSE	6245	LandB2017
1487	153_toplay	to play	BhutanTshangla	Tshangla	ʨaŋ	ʨaŋ	tɕ a ŋ	tsha1245	1413	27.337241	91.551654	1221	FALSE	6246	LandB2017
1488	154_topull	to pull	BuluPuroik	BP	rui	rui	r u j	bulu1255	1455	27.452241	92.44563	1229	FALSE	6286	Lieberherr2017
1489	154_topull	to pull	DikhyangBugun	Bugun S-D	ri	ri	r i	dikh1234	1455	27.320666	92.455119	1229	FALSE	6287	LandB2017
1490	154_topull	to pull	Khispi	Khs.	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ	lish1235	1455	27.378042	92.223221	1230	FALSE	6288	LandB2017
1491	154_topull	to pull	Duhumbi	Duh.	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ	chug1252	1455	27.416112	92.212034	1230	FALSE	6289	LandB2017
1492	154_topull	to pull	Khoina	Khn.	ʈʂʰɛŋ	ʈʂʰɛŋ	ʈʂʰ ɛ ŋ	khoi1253	1455	27.334981	92.52994	1230	FALSE	6290	LandB2017
1493	154_topull	to pull	Khoitam	Kht.	tɕʰɛŋ	tɕʰɛŋ	tɕʰ ɛ ŋ	khoi1252	1455	27.327487	92.439455	1230	FALSE	6291	LandB2017
1494	154_topull	to pull	Rahung	Rah.	tɕʰɛŋ	tɕʰɛŋ	tɕʰ ɛ ŋ	rahu1234	1455	27.310778	92.395028	1230	FALSE	6292	LandB2017
1495	154_topull	to pull	Rupa	Rup.	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ	rupa1234	1455	27.203065	92.398757	1230	FALSE	6293	LandB2017
1496	154_topull	to pull	Shergaon	She.	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ	sher1261	1455	27.105018	92.272133	1230	FALSE	6294	LandB2017
1497	154_topull	to pull	BhutanTshangla	Tshangla	ʥaŋ	ʥaŋ	dʑ a ŋ	tsha1245	1455	27.337241	91.551654	1228	FALSE	6295	LandB2017
282	155_topush	to push	BuluPuroik	BP	run	run	r u n	bulu1255	1452	27.452241	92.44563	1301	FALSE	6332	Lieberherr2017
283	155_topush	to push	DikhyangBugun	Bugun S-D	rɛŋ	rɛŋ	r ɛ ŋ	dikh1234	1452	27.320666	92.455119	1301	FALSE	6333	LandB2017
284	155_topush	to push	Khispi	Khs.	du	du	d u	lish1235	1452	27.378042	92.223221	2539	FALSE	6334	LandB2017
285	155_topush	to push	Duhumbi	Duh.	du	du	d u	chug1252	1452	27.416112	92.212034	2539	FALSE	6335	LandB2017
286	155_topush	to push	Khoina	Khn.	ry	ry	r y	khoi1253	1452	27.334981	92.52994	2539	FALSE	6336	LandB2017
287	155_topush	to push	Jerigaon	Jer.	ry	ry	r y	jeri1243	1452	27.340629	92.486595	2539	FALSE	6337	LandB2017
288	155_topush	to push	Khoitam	Kht.	ry	ry	r y	khoi1252	1452	27.327487	92.439455	2539	FALSE	6338	LandB2017
289	155_topush	to push	Rahung	Rah.	ry	ry	r y	rahu1234	1452	27.310778	92.395028	2539	FALSE	6339	LandB2017
290	155_topush	to push	Rupa	Rup.	ry	ry	r y	rupa1234	1452	27.203065	92.398757	2539	FALSE	6340	LandB2017
291	155_topush	to push	Shergaon	She.	ri	ri	r i	sher1261	1452	27.105018	92.272133	2539	FALSE	6341	LandB2017
292	155_topush	to push	BhutanTshangla	Tshangla	brɛk	brɛk	b r ɛ k	tsha1245	1452	27.337241	91.551654	1231	FALSE	6342	LandB2017
902	159_toresidelive	to reside (live)	BuluPuroik	BP	ʧɔɔ	ʧɔɔ	tʃ ɔː	bulu1255	363	27.452241	92.44563	698	FALSE	6526	Lieberherr2017
903	159_toresidelive	to reside (live)	DikhyangBugun	Bugun S-D	roɛ	roɛ	r oɛ	dikh1234	363	27.320666	92.455119	1233	FALSE	6527	LandB2017
904	159_toresidelive	to reside (live)	Khispi	Khs.	dʑu	dʑu	dʑ u	lish1235	363	27.378042	92.223221	698	FALSE	6528	LandB2017
905	159_toresidelive	to reside (live)	Duhumbi	Duh.	dʑu	dʑu	dʑ u	chug1252	363	27.416112	92.212034	698	FALSE	6529	LandB2017
906	159_toresidelive	to reside (live)	Khoina	Khn.	dzɔ	dzɔ	dz ɔ	khoi1253	363	27.334981	92.52994	698	FALSE	6530	LandB2017
907	159_toresidelive	to reside (live)	Jerigaon	Jer.	dzɔ	dzɔ	dz ɔ	jeri1243	363	27.340629	92.486595	698	FALSE	6531	LandB2017
908	159_toresidelive	to reside (live)	Khoitam	Kht.	dʑɔ	dʑɔ	dʑ ɔ	khoi1252	363	27.327487	92.439455	698	FALSE	6532	LandB2017
909	159_toresidelive	to reside (live)	Rahung	Rah.	dʑo	dʑo	dʑ o	rahu1234	363	27.310778	92.395028	698	FALSE	6533	LandB2017
910	159_toresidelive	to reside (live)	Rupa	Rup.	dzaw	dzaw	dz au	rupa1234	363	27.203065	92.398757	698	FALSE	6534	LandB2017
911	159_toresidelive	to reside (live)	Shergaon	She.	dʑaw	dʑaw	dʑ au	sher1261	363	27.105018	92.272133	698	FALSE	6535	LandB2017
912	159_toresidelive	to reside (live)	BhutanTshangla	Tshangla	ʨʰo	ʨʰo	tɕʰ o	tsha1245	363	27.337241	91.551654	698	FALSE	6536	LandB2017
2099	167_torun	to run	BuluPuroik	BP	rin	rin	r i n	bulu1255	1519	27.452241	92.44563	1235	FALSE	6904	Lieberherr2017
2100	167_torun	to run	DikhyangBugun	Bugun S-D	ran	ran	r a n	dikh1234	1519	27.320666	92.455119	1235	FALSE	6905	LandB2017
2101	167_torun	to run	Khispi	Khs.	dul	dul	d u l	lish1235	1519	27.378042	92.223221	1236	FALSE	6906	LandB2017
2102	167_torun	to run	Duhumbi	Duh.	dur	dur	d u r	chug1252	1519	27.416112	92.212034	1236	FALSE	6907	LandB2017
2103	167_torun	to run	Khoina	Khn.	tsɔ	tsɔ	ts ɔ	khoi1253	1519	27.334981	92.52994	1960	FALSE	6908	LandB2017
2104	167_torun	to run	Jerigaon	Jer.	lɛ i	lɛ_i	l ɛ + i	jeri1243	1519	27.340629	92.486595	1234	FALSE	6909	LandB2017
2105	167_torun	to run	Khoitam	Kht.	riŋ	riŋ	r i ŋ	khoi1252	1519	27.327487	92.439455	1235	FALSE	6910	LandB2017
2106	167_torun	to run	Rahung	Rah.	tɕɛ	tɕɛ	tɕ ɛ	rahu1234	1519	27.310778	92.395028	1960	FALSE	6911	LandB2017
2107	167_torun	to run	Rupa	Rup.	ca	ca	c a	rupa1234	1519	27.203065	92.398757	1960	FALSE	6912	LandB2017
2108	167_torun	to run	Shergaon	She.	tɕa	tɕa	tɕ a	sher1261	1519	27.105018	92.272133	1960	FALSE	6913	LandB2017
2109	167_torun	to run	BhutanTshangla	Tshangla	ʥuk	ʥuk	dʑ u k	tsha1245	1519	27.337241	91.551654	729	FALSE	6914	LandB2017
1519	171_toscratch	to scratch	BuluPuroik	BP	bjuʔ	bjuʔ	b j u ʔ	bulu1255	1436	27.452241	92.44563	126	FALSE	7046	Lieberherr2017
1520	171_toscratch	to scratch	DikhyangBugun	Bugun S-D	o	o	o	dikh1234	1436	27.320666	92.455119	3055	FALSE	7047	LandB2017
1521	171_toscratch	to scratch	Khispi	Khs.	dɔk	dɔk	d ɔ k	lish1235	1436	27.378042	92.223221	1246	FALSE	7048	LandB2017
1522	171_toscratch	to scratch	Duhumbi	Duh.	dɔk	dɔk	d ɔ k	chug1252	1436	27.416112	92.212034	1246	FALSE	7049	LandB2017
1523	171_toscratch	to scratch	Khoina	Khn.	dɔk	dɔk	d ɔ k	khoi1253	1436	27.334981	92.52994	1246	FALSE	7050	LandB2017
1524	171_toscratch	to scratch	Rupa	Rup.	dɔk	dɔk	d ɔ k	rupa1234	1436	27.203065	92.398757	1246	FALSE	7051	LandB2017
1525	171_toscratch	to scratch	Shergaon	She.	dɔk	dɔk	d ɔ k	sher1261	1436	27.105018	92.272133	1246	FALSE	7052	LandB2017
1526	171_toscratch	to scratch	BhutanTshangla	Tshangla	brat	brat	b r a t	tsha1245	1436	27.337241	91.551654	2501	TRUE	7053	LandB2017
469	173_tosee	to see	BuluPuroik	BP	dɛN	dɛn	d ɛ n	bulu1255	1409	27.452241	92.44563	1248	FALSE	7093	Lieberherr2017
470	173_tosee	to see	DikhyangBugun	Bugun S-D	gə.rak	gə.rak	g ə + r a k	dikh1234	1409	27.320666	92.455119	1251	FALSE	7094	LandB2017
471	173_tosee	to see	Khispi	Khs.	ɛj	ɛj	ɛ j	lish1235	1409	27.378042	92.223221	125	FALSE	7095	LandB2017
472	173_tosee	to see	Duhumbi	Duh.	ɛj	ɛj	ɛ j	chug1252	1409	27.416112	92.212034	1254	FALSE	7096	LandB2017
473	173_tosee	to see	Khoina	Khn.	nɔ̃	nɔ̃	n ɔ̃	khoi1253	1409	27.334981	92.52994	1256	FALSE	7097	LandB2017
474	173_tosee	to see	Jerigaon	Jer.	jaˀ	jaˀ	j aˀ	jeri1243	1409	27.340629	92.486595	2764	FALSE	7098	LandB2017
475	173_tosee	to see	Khoitam	Kht.	ɔ	ɔ	ɔ	khoi1252	1409	27.327487	92.439455	125	FALSE	7099	LandB2017
476	173_tosee	to see	Rahung	Rah.	ɔ	ɔ	ɔ	rahu1234	1409	27.310778	92.395028	125	FALSE	7100	LandB2017
477	173_tosee	to see	Rupa	Rup.	ɔˀ	ɔˀ	ɔˀ	rupa1234	1409	27.203065	92.398757	125	FALSE	7101	LandB2017
478	173_tosee	to see	Shergaon	She.	ɔˀ	ɔˀ	ɔˀ	sher1261	1409	27.105018	92.272133	125	FALSE	7102	LandB2017
479	173_tosee	to see	BhutanTshangla	Tshangla	tʰɔŋ	tʰɔŋ	tʰ ɔ ŋ	tsha1245	1409	27.337241	91.551654	2472	TRUE	7103	LandB2017
271	178_toshootanarrow	to shoot (an arrow)	BuluPuroik	BP	riʔ	riʔ	r i ʔ	bulu1255	1172	27.452241	92.44563	1970	FALSE	7330	Lieberherr2017
272	178_toshootanarrow	to shoot (an arrow)	DikhyangBugun	Bugun S-D	rək u.wə	rək_u.wə	r ə k + u + w ə	dikh1234	1172	27.320666	92.455119	1970	FALSE	7331	LandB2017
273	178_toshootanarrow	to shoot (an arrow)	Khispi	Khs.	dik	dik	d i k	lish1235	1172	27.378042	92.223221	1970	FALSE	7332	LandB2017
274	178_toshootanarrow	to shoot (an arrow)	Duhumbi	Duh.	dɛk	dɛk	d ɛ k	chug1252	1172	27.416112	92.212034	1970	FALSE	7333	LandB2017
275	178_toshootanarrow	to shoot (an arrow)	Khoina	Khn.	ruk	ruk	r u k	khoi1253	1172	27.334981	92.52994	1970	FALSE	7334	LandB2017
276	178_toshootanarrow	to shoot (an arrow)	Jerigaon	Jer.	rɛk	rɛk	r ɛ k	jeri1243	1172	27.340629	92.486595	1970	FALSE	7335	LandB2017
277	178_toshootanarrow	to shoot (an arrow)	Khoitam	Kht.	rɛk	rɛk	r ɛ k	khoi1252	1172	27.327487	92.439455	1970	FALSE	7336	LandB2017
278	178_toshootanarrow	to shoot (an arrow)	Rahung	Rah.	rɛk	rɛk	r ɛ k	rahu1234	1172	27.310778	92.395028	1970	FALSE	7337	LandB2017
279	178_toshootanarrow	to shoot (an arrow)	Rupa	Rup.	rɛk	rɛk	r ɛ k	rupa1234	1172	27.203065	92.398757	1970	FALSE	7338	LandB2017
280	178_toshootanarrow	to shoot (an arrow)	Shergaon	She.	rɛk	rɛk	r ɛ k	sher1261	1172	27.105018	92.272133	1970	FALSE	7339	LandB2017
281	178_toshootanarrow	to shoot (an arrow)	BhutanTshangla	Tshangla	gap	gap	g a p	tsha1245	1172	27.337241	91.551654	727	FALSE	7340	LandB2017
194	183_tosing	to sing	BuluPuroik	BP	ʤuu	ʤuu	dʒ uː	bulu1255	1261	27.452241	92.44563	1264	FALSE	7510	Lieberherr2017
