ID	RID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	COGID	NOTE	ALIGNMENT
4495	4495	111_tolaugh	to laugh	Jerigaon	Jerigaon	zɛ	zɛ	z ɛ	jeri1243	1355	27.340629	92.486595		FALSE	266		
4496	4496	111_tolaugh	to laugh	Khoitam	Khoitam	zɛ	zɛ	z ɛ	khoi1252	1355	27.327487	92.439455		FALSE	266		
4497	4497	111_tolaugh	to laugh	Rahung	Rahung	zɛ	zɛ	z ɛ	rahu1234	1355	27.310778	92.395028		FALSE	266		
4498	4498	111_tolaugh	to laugh	Rupa	Rupa	za	za	z a	rupa1234	1355	27.203065	92.398757		FALSE	266		
4499	4499	111_tolaugh	to laugh	Shergaon	Shergaon	za	za	z a	sher1261	1355	27.105018	92.272133		FALSE	266		
4500	4500	111_tolaugh	to laugh	BhutanTshangla	Bhutan Tshangla	ŋar	ŋar	ŋ a r	tsha1245	1355	27.337241	91.551654		FALSE	791		
4501	4501	111_tolaugh	to laugh	KusundaK	KusundaK	ni.kʰeː ɐ.gɔː	ni.kʰeː+ɐ.gɔː	n i + kʰ eː + ɐ + g ɔː	kusu1250	1355	28	82.26		FALSE	2131		
4502	4502	111_tolaugh	to laugh	Achang	Achang	ʐə⁵⁵	ʐ.ə.⁵⁵	ʐ ə ⁵⁵	acha1249	1355	24.466605	97.89503		FALSE	438		
4503	4503	111_tolaugh	to laugh	Beijing	Beijing Chinese	ɕiɑo⁵¹	ɕ.i.ɑ.o.⁵¹	ɕ i ɑ o./o ⁵¹	beij1235	1355	39.909056	116.397422		FALSE	1932		
4504	4504	111_tolaugh	to laugh	Bokar	Bokar	ȵir	ȵ.i.r	ȵ i r	boka1249	1355	27.554547	93.15717		FALSE	29723		
4505	4505	111_tolaugh	to laugh	Bunan	Bunan	ʂet	ʂ.e.t	ʂ e t	gahr1239	1355	32.554766	77.076283		FALSE	438		
4506	4506	111_tolaugh	to laugh	Byangsi	Byangsi	hjemo	h.j.e.m.o	h j e m o	byan1241	1355	29.583838	80.22309		FALSE	438		
4507	4507	111_tolaugh	to laugh	Chaozhou	Chaozhou Chinese	tsʰiɛ¹³	tsʰ.i.ɛ.¹³	tsʰ i ɛ ¹³	chao1238	1355	23.657699	116.622317		FALSE	1932		
4508	4508	111_tolaugh	to laugh	Chepang	Chepang	ni	n.i	n i	chep1245	1355	27.785164	84.908801		FALSE	2131		
4509	4509	111_tolaugh	to laugh	DarangTaraon	Darang Taraon	mɑ³¹ɹɑ⁵⁵	m.ɑ.³¹.◦.ɹ.ɑ.⁵⁵	m ɑ ³¹ + ɹ ɑ ⁵⁵	diga1241	1355	28.657986	97.469136		FALSE	2967		
4510	4510	111_tolaugh	to laugh	Dulong	Dulong	ɛt⁵⁵	ɛ.t.⁵⁵	ɛ t ⁵⁵	drun1238	1355	27.749017	98.691868		FALSE	438		
4511	4511	111_tolaugh	to laugh	Garo	Garo	kaʔ+diŋ+a	k.a.ʔ.+.d.i.ŋ.+.a	k a ʔ + d i ŋ + a	garo1247	1355	25.504744	90.333226		FALSE	3362		
4512	4512	111_tolaugh	to laugh	Hakha	Hakha	nìi/i+niʔ	n.ìi/i.+.n.i.ʔ	n ìi/i + n i ʔ	haka1240	1355	22.870089	92.820021		FALSE	2131		
4513	4513	111_tolaugh	to laugh	Hayu	Hayu	jɿt	j.ɿ.t	j ɿ t	wayu1241	1355	27.302102	86.099009		FALSE	438		
4514	4514	111_tolaugh	to laugh	Japhug	Japhug	nɤre	n.ɤ.r.e	n ɤ r e	japh1234	1355	32.207076	101.957636		FALSE	438		
4515	4515	111_tolaugh	to laugh	Jingpho	Jingpho	mă³¹|ni³³	m.ă.³¹.◦.n.i.³³	m ă ³¹ + n i ³³	jing1260	1355	25.461826	97.329866		FALSE	2131		
4516	4516	111_tolaugh	to laugh	Kulung	Kulung	gema	g.e.m.a	g e m a	kulu1253	1355	27.690037	86.910944		FALSE	438		
4517	4517	111_tolaugh	to laugh	Lashi	Lashi	jiː³¹	j.iː.³¹	j iː ³¹	lash1243	1355	24.111512	98.311333		FALSE	438		
4518	4518	111_tolaugh	to laugh	Limbu	Limbu	ett	e.t.t	e t t	limb1266	1355	27.272065	87.889909		FALSE	438		
4519	4519	111_tolaugh	to laugh	Lisu	Lisu	xɯ³¹	x.ɯ.³¹	x ɯ ³¹	lisu1250	1355	25.950046	98.848486		FALSE	438		
4520	4520	111_tolaugh	to laugh	Lushai	Mizo (Lushai)	nui	n.u.i	n u i	lush1249	1355	22.60535	92.629457		FALSE	2131		
4521	4521	111_tolaugh	to laugh	Mikir	Karbi (Mikir)	ingnek	i.ng.n.ē.k	i ng n eː k	karb1241	1355	25.735084	93.050494		FALSE	10393		
4522	4522	111_tolaugh	to laugh	MotuoMenba	Tshangla	ŋar	ŋ.a.r	ŋ a r	tsha1245	1355	29.325414	95.340883		FALSE	791		
4523	4523	111_tolaugh	to laugh	OldBurmese	Old Burmese	raj	r.a.j	r a j	oldb1235	1355	21.624974	97.126742		FALSE	438		
4524	4524	111_tolaugh	to laugh	OldChinese	Old Chinese	*[s-l]aw-s	s.+.l.a.w.+.s	s + l a w + s	oldc1244	1355	34.101745	108.777868		FALSE	1932		
4525	4525	111_tolaugh	to laugh	OldTibetan	Old Tibetan	bgad	b.g.a.d	b g a d	clas1254	1355	30.027852	91.158704		FALSE	2301		
4526	4526	111_tolaugh	to laugh	Rabha	Rabha	mi-ni	m.i-.n.i	m i + n i	rabh1238	1355	25.820135	91.170064		FALSE	2131		
4527	4527	111_tolaugh	to laugh	Rangoon	Rangoon Burmese	ji²²	j.i.²²	j i ²²	nucl1310	1355	16.874207	96.190785		FALSE	438		
4528	4528	111_tolaugh	to laugh	Tangut	Tangut	djiij	d.jii.j	d j iː j	tang1334	1355	38.477453	106.285383		FALSE	2283		
4529	4529	111_tolaugh	to laugh	Thulung	Thulung	ris	r.i.s	r i s	thul1246	1355	27.534944	87.609608		FALSE	438		
4530	4530	111_tolaugh	to laugh	Alike	Alike Tibetan	wgat	w.g.a.t	w g a t	amdo1237	1355	38.318508	92.839938		FALSE	2301		
4531	4531	111_tolaugh	to laugh	Batang	Batang Tibetan	ga¹³	g.a.¹³	g a ¹³	kham1282	1355	30.00795	99.111944		FALSE	2301		
4532	4532	111_tolaugh	to laugh	Batang	Batang Tibetan	gøʔ⁵³xho⁵⁵	g.ø.ʔ.⁵³.◦.xh.o.⁵⁵	g ø ʔ ⁵³ + xʰ o./o ⁵⁵	kham1282	1355	30.00795	99.111944		FALSE	2301		
4533	4533	111_tolaugh	to laugh	Lhasa	Lhasa Tibetan	kɛ¹³mo⁵⁵ kɛ¹³²	k.ɛ.¹³.◦.m.o.⁵⁵._.k.ɛ.¹³²	k ɛ ¹³ + m o./o ⁵⁵ + k ɛ ¹³²	utsa1239	1355	29.653441	91.171493		FALSE	2301		
4534	4534	111_tolaugh	to laugh	Lhasa	Lhasa Tibetan	ɕoː⁵⁵	ɕ.oː.⁵⁵	ɕ oː ⁵⁵	utsa1239	1355	29.653441	91.171493		FALSE	3240		
4535	4535	111_tolaugh	to laugh	Ukhrul	Ukhrul	kʰə+mə+nu	kʰ.ə.+.m.ə.+.n.u	kʰ ə + m ə + n u	ukhr1238	1355	25.092617	94.37045		FALSE	2131		
4536	4536	111_tolaugh	to laugh	WobziKhroskyabs	Wobzi Khroskyabs	qʰǽ	qʰ.ǽ	qʰ ǽ/æ	eree1240	1355	31.62758	101.427999		FALSE	2598		
4537	4537	111_tolaugh	to laugh	Xingning	Xingning Chinese	ɕiɑɔ⁵³	ɕ.i.ɑ.ɔ.⁵³	ɕ i ɑ ɔ ⁵³	hakk1236	1355	24.13674	115.732382		FALSE	1932		
4538	4538	111_tolaugh	to laugh	Yidu	Yidu	mɑ⁵⁵ɹɑ⁵⁵	m.ɑ.⁵⁵.◦.ɹ.ɑ.⁵⁵	m ɑ ⁵⁵ + ɹ ɑ ⁵⁵	idum1241	1355	29.448172	95.650179		FALSE	2967		
4539	4539	111_tolaugh	to laugh	Zhaba	Zhaba	dʐə⁵⁵ʂte⁵⁵	dʐ.ə.⁵⁵.◦.ʂ.t.e.⁵⁵	ɖʐ ə ⁵⁵ + ʂ t e ⁵⁵	zhab1238	1355	30.538892	101.058397		FALSE	2434		
4641	4641	115_tolick	to lick	BuluPuroik	Bulu Puroik	ljaʔ	ljaʔ	l j a ʔ	bulu1255	319	27.452241	92.44563		FALSE	101		
4642	4642	115_tolick	to lick	DikhyangBugun	Dikhyang Bugun	lʲak	lʲak	l j a k	dikh1234	319	27.320666	92.455119		FALSE	101		
4643	4643	115_tolick	to lick	Khispi	Khispi	lak	lak	l a k	lish1235	319	27.378042	92.223221		FALSE	101		
4644	4644	115_tolick	to lick	Duhumbi	Duhumbi	lak	lak	l a k	chug1252	319	27.416112	92.212034		FALSE	101		
4645	4645	115_tolick	to lick	Khoina	Khoina	lak	lak	l a k	khoi1253	319	27.334981	92.52994		FALSE	101		
4646	4646	115_tolick	to lick	Jerigaon	Jerigaon	lak	lak	l a k	jeri1243	319	27.340629	92.486595		FALSE	101		
4647	4647	115_tolick	to lick	Khoitam	Khoitam	lak	lak	l a k	khoi1252	319	27.327487	92.439455		FALSE	101		
4648	4648	115_tolick	to lick	Rahung	Rahung	lak	lak	l a k	rahu1234	319	27.310778	92.395028		FALSE	101		
4649	4649	115_tolick	to lick	Rupa	Rupa	neˀ	neˀ	n eˀ	rupa1234	319	27.203065	92.398757		FALSE	10251		
4650	4650	115_tolick	to lick	Shergaon	Shergaon	neˀ	neˀ	n eˀ	sher1261	319	27.105018	92.272133		FALSE	10251		
4651	4651	115_tolick	to lick	BhutanTshangla	Bhutan Tshangla	bɛn	bɛn	b ɛ n	tsha1245	319	27.337241	91.551654		FALSE	2701		
4652	4652	115_tolick	to lick	KusundaK	KusundaK	lɐk ɐ.gɔː	lɐk+ɐ.gɔː	l ɐ k + ɐ + g ɔː	kusu1250	319	28	82.26		FALSE	101		
4653	4653	115_tolick	to lick	Achang	Achang	liap⁵⁵	l.i.a.p.⁵⁵	l i a p ⁵⁵	acha1249	319	24.466605	97.89503		FALSE	29735		
4654	4654	115_tolick	to lick	Achang	Achang	leʔ⁵⁵	l.e.ʔ.⁵⁵	l e ʔ ⁵⁵	acha1249	319	24.466605	97.89503		FALSE	101		
4655	4655	115_tolick	to lick	Beijing	Beijing Chinese	tʰiɐn²¹⁴	tʰ.i.ɐ.n.²¹⁴	tʰ i ɐ n ²¹⁴	beij1235	319	39.909056	116.397422		FALSE	3218		
4656	4656	115_tolick	to lick	Bokar	Bokar	jak	j.a.k	j a k	boka1249	319	27.554547	93.15717		FALSE	101		
4657	4657	115_tolick	to lick	Bunan	Bunan	lak	l.a.k	l a k	gahr1239	319	32.554766	77.076283		FALSE	101		
4658	4658	115_tolick	to lick	Byangsi	Byangsi	laːmo	l.aː.m.o	l aː m o	byan1241	319	29.583838	80.22309		FALSE	101		
4659	4659	115_tolick	to lick	Chaozhou	Chaozhou Chinese	tsŋ̍∼³⁵	ts.ŋ̍.∼.³⁵	ts ŋ̍ ³⁵	chao1238	319	23.657699	116.622317		FALSE	1938		
4660	4660	115_tolick	to lick	Chepang	Chepang	lemh/m̥	l.e.mh/m̥	l e mh/m̥	chep1245	319	27.785164	84.908801		FALSE	29735		
4661	4661	115_tolick	to lick	Chepang	Chepang	hljak	h.l.j.a.k	h l j a k	chep1245	319	27.785164	84.908801		FALSE	101		
4662	4662	115_tolick	to lick	DarangTaraon	Darang Taraon	lio⁵³	l.i.o.⁵³	l i o./o ⁵³	diga1241	319	28.657986	97.469136		FALSE	101		
4663	4663	115_tolick	to lick	Dulong	Dulong	lɑʔ⁵⁵	l.ɑ.ʔ.⁵⁵	l ɑ ʔ ⁵⁵	drun1238	319	27.749017	98.691868		FALSE	101		
4664	4664	115_tolick	to lick	Garo	Garo	srak+a	s.r.a.k.+.a	s r a k + a	garo1247	319	25.504744	90.333226		FALSE	101		
4665	4665	115_tolick	to lick	Hakha	Hakha	liak+liaʔ	l.i.a.k.+.l.i.a.ʔ	l i a k + l i a ʔ	haka1240	319	22.870089	92.820021		FALSE	101		
4666	4666	115_tolick	to lick	Hayu	Hayu	pop	p.o.p	p o./o p	wayu1241	319	27.302102	86.099009		FALSE	3558		
4667	4667	115_tolick	to lick	Japhug	Japhug	nɯntsɯɣ	n.ɯ.n.ts.ɯ.ɣ	n ɯ n ts ɯ ɣ	japh1234	319	32.207076	101.957636		FALSE	3164		
4668	4668	115_tolick	to lick	Jingpho	Jingpho	mă³¹ |ta̱ʔ⁵⁵	m.ă.³¹._.t.a̱.ʔ.⁵⁵	m ă ³¹ + t a̠ ʔ ⁵⁵	jing1260	319	25.461826	97.329866		FALSE	101		
4669	4669	115_tolick	to lick	Kulung	Kulung	lɔ:ma	l.ɔ:.m.a	l ɔː m a	kulu1253	319	27.690037	86.910944		FALSE	101		
4670	4670	115_tolick	to lick	Lashi	Lashi	jɔːʔ³¹	j.ɔː.ʔ.³¹	j ɔː ʔ ³¹	lash1243	319	24.111512	98.311333		FALSE	101		
4671	4671	115_tolick	to lick	Limbu	Limbu	lak	l.a.k	l a k	limb1266	319	27.272065	87.889909		FALSE	101		
4672	4672	115_tolick	to lick	Lisu	Lisu	lɯ̱³¹	l.ɯ̱.³¹	l ɯ̠ ³¹	lisu1250	319	25.950046	98.848486		FALSE	101		
4673	4673	115_tolick	to lick	Lushai	Mizo (Lushai)	liak	l.i.a.k	l i a k	lush1249	319	22.60535	92.629457		FALSE	101		
4674	4674	115_tolick	to lick	Mikir	Karbi (Mikir)	inglek, chonglek, chongsip	i.ng.l.e.k	i ng l e k	karb1241	319	25.735084	93.050494		FALSE	101		
4675	4675	115_tolick	to lick	MotuoMenba	Tshangla	ben	b.e.n	b e n	tsha1245	319	29.325414	95.340883		FALSE	2701		
4676	4676	115_tolick	to lick	OldBurmese	Old Burmese	ljak	l.j.a.k	l j a k	oldb1235	319	21.624974	97.126742		FALSE	101		
4677	4677	115_tolick	to lick	OldChinese	Old Chinese	*Cə.leʔ	C/.ə.+.l.e.ʔ	C/k ə + l e ʔ	oldc1244	319	34.101745	108.777868		FALSE	101		
4678	4678	115_tolick	to lick	OldTibetan	Old Tibetan	ldag	l.d.a.g	l d a g	clas1254	319	30.027852	91.158704		FALSE	101		
4679	4679	115_tolick	to lick	Rabha	Rabha	se-lek	s.e-.l.e.k	s e + l e k	rabh1238	319	25.820135	91.170064		FALSE	101		
4680	4680	115_tolick	to lick	Rangoon	Rangoon Burmese	jɛʔ⁴	j.ɛ.ʔ.⁴	j ɛ ʔ ⁴	nucl1310	319	16.874207	96.190785		FALSE	101		
4681	4681	115_tolick	to lick	Tangut	Tangut	lhiaa	lh.i.aa	l̥ i aː	tang1334	319	38.477453	106.285383		FALSE	101		
4682	4682	115_tolick	to lick	Thulung	Thulung	lep	l.e.p	l e p	thul1246	319	27.534944	87.609608		FALSE	29735		
4683	4683	115_tolick	to lick	Alike	Alike Tibetan	wnan	w.n.a.n	w n a n	amdo1237	319	38.318508	92.839938		FALSE	2986		
4684	4684	115_tolick	to lick	Alike	Alike Tibetan	rdak	r.d.a.k	r d a k	amdo1237	319	38.318508	92.839938		FALSE	101		
4685	4685	115_tolick	to lick	Batang	Batang Tibetan	dɑʔ⁵³	d.ɑ.ʔ.⁵³	d ɑ ʔ ⁵³	kham1282	319	30.00795	99.111944		FALSE	101		
4686	4686	115_tolick	to lick	Batang	Batang Tibetan	ɕoʔ²³¹	ɕ.o.ʔ.²³¹	ɕ o./o ʔ ²³¹	kham1282	319	30.00795	99.111944		FALSE	3020		
4687	4687	115_tolick	to lick	Lhasa	Lhasa Tibetan	ta¹³²	t.a.¹³²	t a ¹³²	utsa1239	319	29.653441	91.171493		FALSE	101		
4688	4688	115_tolick	to lick	Ukhrul	Ukhrul	kʰə+mə++lek	kʰ.ə.+.m.ə.+.+.l.e.k	kʰ ə + m ə + + l e k	ukhr1238	319	25.092617	94.37045		FALSE	101		
4689	4689	115_tolick	to lick	WobziKhroskyabs	Wobzi Khroskyabs	njá	n.j.á	n j á/a	eree1240	319	31.62758	101.427999		FALSE	10251		
4690	4690	115_tolick	to lick	Xingning	Xingning Chinese	ʂɛ⁴⁵	ʂ.ɛ.⁴⁵	ʂ ɛ ⁴⁵	hakk1236	319	24.13674	115.732382		FALSE	101		
4691	4691	115_tolick	to lick	Yidu	Yidu	hɑ⁵⁵ mɹe⁵⁵	h.ɑ.⁵⁵._.m.ɹ.e.⁵⁵	h ɑ ⁵⁵ + m ɹ e ⁵⁵	idum1241	319	29.448172	95.650179		FALSE	3027		
4692	4692	115_tolick	to lick	Zhaba	Zhaba	ə⁵⁵da⁵⁵	ə.⁵⁵.◦.d.a.⁵⁵	ə ⁵⁵ + d a ⁵⁵	zhab1238	319	30.538892	101.058397		FALSE	2422		
6193	6193	152_toplantvegetalsrice	to plant (vegetals, rice)	BuluPuroik	Bulu Puroik	ɬai	ɬai	ɬ a i/j	bulu1255	1486	27.452241	92.44563		FALSE	722		
6194	6194	152_toplantvegetalsrice	to plant (vegetals, rice)	Khispi	Khispi	hɛj	hɛj	h ɛ j	lish1235	1486	27.378042	92.223221		FALSE	722		
6195	6195	152_toplantvegetalsrice	to plant (vegetals, rice)	Duhumbi	Duhumbi	hɛj	hɛj	h ɛ j	chug1252	1486	27.416112	92.212034		FALSE	722		
6196	6196	152_toplantvegetalsrice	to plant (vegetals, rice)	Khoina	Khoina	hɑ	hɑ	h ɑ	khoi1253	1486	27.334981	92.52994		FALSE	722		
6197	6197	152_toplantvegetalsrice	to plant (vegetals, rice)	Jerigaon	Jerigaon	haˀ	haˀ	h aˀ	jeri1243	1486	27.340629	92.486595		FALSE	722		
6198	6198	152_toplantvegetalsrice	to plant (vegetals, rice)	Khoitam	Khoitam	lɔ	lɔ	l ɔ	khoi1252	1486	27.327487	92.439455		FALSE	722		
6199	6199	152_toplantvegetalsrice	to plant (vegetals, rice)	Rahung	Rahung	lɔ	lɔ	l ɔ	rahu1234	1486	27.310778	92.395028		FALSE	722		
6200	6200	152_toplantvegetalsrice	to plant (vegetals, rice)	Rupa	Rupa	lɔ	lɔ	l ɔ	rupa1234	1486	27.203065	92.398757		FALSE	722		
6201	6201	152_toplantvegetalsrice	to plant (vegetals, rice)	Shergaon	Shergaon	lɔˀ	lɔˀ	l ɔˀ	sher1261	1486	27.105018	92.272133		FALSE	722		
6202	6202	152_toplantvegetalsrice	to plant (vegetals, rice)	BhutanTshangla	Bhutan Tshangla	ʨʰe	ʨʰe	tɕʰ e	tsha1245	1486	27.337241	91.551654		FALSE	269		
6203	6203	152_toplantvegetalsrice	to plant (vegetals, rice)	KusundaK	KusundaK	lɐ.bə ɐ.gɔː	lɐ.bə+ɐ.gɔː	l ɐ + b ə + ɐ + g ɔː	kusu1250	1486	28	82.26		FALSE	722		
6204	6204	152_toplantvegetalsrice	to plant (vegetals, rice)	Achang	Achang	sɔ³¹	s.ɔ.³¹	s ɔ ³¹	acha1249	1486	24.466605	97.89503		FALSE	1203		
6205	6205	152_toplantvegetalsrice	to plant (vegetals, rice)	Beijing	Beijing Chinese	tʂʊŋ⁵¹	tʂ.ʊ.ŋ.⁵¹	ʈʂ ʊ ŋ ⁵¹	beij1235	1486	39.909056	116.397422		FALSE	1943		
6206	6206	152_toplantvegetalsrice	to plant (vegetals, rice)	Bokar	Bokar	diː	d.iː	d iː	boka1249	1486	27.554547	93.15717		FALSE	2858		
6207	6207	152_toplantvegetalsrice	to plant (vegetals, rice)	Bunan	Bunan	tsuk	ts.u.k	ts u k	gahr1239	1486	32.554766	77.076283		TRUE	123		
6208	6208	152_toplantvegetalsrice	to plant (vegetals, rice)	Chaozhou	Chaozhou Chinese	tsɛŋ¹³	ts.ɛ.ŋ.¹³	ts ɛ ŋ ¹³	chao1238	1486	23.657699	116.622317		FALSE	1943		
6209	6209	152_toplantvegetalsrice	to plant (vegetals, rice)	Chepang	Chepang	preʔ	p.r.e.ʔ	p r e ʔ	chep1245	1486	27.785164	84.908801		FALSE	3247		
6210	6210	152_toplantvegetalsrice	to plant (vegetals, rice)	Dulong	Dulong	lɑi⁵³	l.ɑ.i.⁵³	l ɑ i ⁵³	drun1238	1486	27.749017	98.691868		FALSE	722		
6211	6211	152_toplantvegetalsrice	to plant (vegetals, rice)	Garo	Garo	geʔ+a	g.e.ʔ.+.a	g e ʔ + a	garo1247	1486	25.504744	90.333226		FALSE	3991		
6212	6212	152_toplantvegetalsrice	to plant (vegetals, rice)	Hakha	Hakha	phûn+phǔn	ph.û.n.+.ph.ǔ.n	pʰ û/u n + pʰ ǔ n	haka1240	1486	22.870089	92.820021		FALSE	3139		
6213	6213	152_toplantvegetalsrice	to plant (vegetals, rice)	Hayu	Hayu	lʊt	l.ʊ.t	l ʊ t	wayu1241	1486	27.302102	86.099009		FALSE	2755		
6214	6214	152_toplantvegetalsrice	to plant (vegetals, rice)	Japhug	Japhug	ji	j.i	j i	japh1234	1486	32.207076	101.957636		FALSE	722		
6215	6215	152_toplantvegetalsrice	to plant (vegetals, rice)	Jingpho	Jingpho	khai⁵⁵	kh.a.i.⁵⁵	kʰ a i ⁵⁵	jing1260	1486	25.461826	97.329866		FALSE	2450		
6216	6216	152_toplantvegetalsrice	to plant (vegetals, rice)	Kulung	Kulung	leima	l.e.i.m.a	l e i m a	kulu1253	1486	27.690037	86.910944		FALSE	722		
6217	6217	152_toplantvegetalsrice	to plant (vegetals, rice)	Lashi	Lashi	ʃɔː⁵⁵	ʃ.ɔː.⁵⁵	ʃ ɔː ⁵⁵	lash1243	1486	24.111512	98.311333		FALSE	1203		
6218	6218	152_toplantvegetalsrice	to plant (vegetals, rice)	Limbu	Limbu	lett+	l.e.t.t.+	l e t t +	limb1266	1486	27.272065	87.889909		FALSE	722		
6219	6219	152_toplantvegetalsrice	to plant (vegetals, rice)	Lisu	Lisu	tɯ̱³³	t.ɯ̱.³³	t ɯ̠ ³³	lisu1250	1486	25.950046	98.848486		FALSE	2831		
6220	6220	152_toplantvegetalsrice	to plant (vegetals, rice)	Mikir	Karbi (Mikir)	tei	è	è/e	karb1241	1486	25.735084	93.050494		FALSE	0		
6221	6221	152_toplantvegetalsrice	to plant (vegetals, rice)	MotuoMenba	Tshangla	tsuk	ts.u.k	ts u k	tsha1245	1486	29.325414	95.340883		TRUE	123		
6222	6222	152_toplantvegetalsrice	to plant (vegetals, rice)	OldBurmese	Old Burmese	suik	s.ui.k	s ui k	oldb1235	1486	21.624974	97.126742		FALSE	1118		
6223	6223	152_toplantvegetalsrice	to plant (vegetals, rice)	OldChinese	Old Chinese	*(mə-)toŋʔ-s	t.o.ŋ.ʔ.+.s	t o./o ŋ ʔ + s	oldc1244	1486	34.101745	108.777868		FALSE	1943		
6224	6224	152_toplantvegetalsrice	to plant (vegetals, rice)	OldChinese	Old Chinese	*[ts]ˤə	tsˤ.ə	tsˤ ə	oldc1244	1486	34.101745	108.777868		FALSE	3654		
6225	6225	152_toplantvegetalsrice	to plant (vegetals, rice)	OldTibetan	Old Tibetan	btab	b.t.a.b	b t a b	clas1254	1486	30.027852	91.158704		FALSE	2713		
6226	6226	152_toplantvegetalsrice	to plant (vegetals, rice)	OldTibetan	Old Tibetan	btsugs	b.ts.u.g.s	b ts u g s	clas1254	1486	30.027852	91.158704		FALSE	123		
6227	6227	152_toplantvegetalsrice	to plant (vegetals, rice)	Rangoon	Rangoon Burmese	sɑiʔ⁴	s.ɑ.i.ʔ.⁴	s ɑ i ʔ ⁴	nucl1310	1486	16.874207	96.190785		FALSE	1118		
6228	6228	152_toplantvegetalsrice	to plant (vegetals, rice)	Tangut	Tangut	lji.	l.ji.	l j i	tang1334	1486	38.477453	106.285383		FALSE	722		
6229	6229	152_toplantvegetalsrice	to plant (vegetals, rice)	Thulung	Thulung	khli	kh.l.i	kʰ l i	thul1246	1486	27.534944	87.609608		FALSE	722		
6230	6230	152_toplantvegetalsrice	to plant (vegetals, rice)	Batang	Batang Tibetan	tsuʔ⁵³	ts.u.ʔ.⁵³	ts u ʔ ⁵³	kham1282	1486	30.00795	99.111944		FALSE	123		
6231	6231	152_toplantvegetalsrice	to plant (vegetals, rice)	Lhasa	Lhasa Tibetan	tsu⁵²	ts.u.⁵²	ts u ⁵²	utsa1239	1486	29.653441	91.171493		FALSE	123		
6232	6232	152_toplantvegetalsrice	to plant (vegetals, rice)	Ukhrul	Ukhrul	kə+ʃom	k.ə.+.ʃ.o.m	k ə + ʃ o./o m	ukhr1238	1486	25.092617	94.37045		FALSE	3444		
6233	6233	152_toplantvegetalsrice	to plant (vegetals, rice)	WobziKhroskyabs	Wobzi Khroskyabs	jê	j.ê	j ê/e	eree1240	1486	31.62758	101.427999		FALSE	722		
6234	6234	152_toplantvegetalsrice	to plant (vegetals, rice)	Xingning	Xingning Chinese	tʂʊm⁵³	tʂ.ʊ.m.⁵³	ʈʂ ʊ m ⁵³	hakk1236	1486	24.13674	115.732382		TRUE	1943		
6235	6235	152_toplantvegetalsrice	to plant (vegetals, rice)	Zhaba	Zhaba	ji⁵⁵	j.i.⁵⁵	j i ⁵⁵	zhab1238	1486	30.538892	101.058397		FALSE	722		
6236	6236	153_toplay	to play	BuluPuroik	Bulu Puroik	lɛɛ	lɛɛ	l ɛː	bulu1255	1413	27.452241	92.44563		FALSE	1222		
6237	6237	153_toplay	to play	DikhyangBugun	Dikhyang Bugun	b.ruj	b.ruj	b + r u j	dikh1234	1413	27.320666	92.455119		FALSE	1225		
6238	6238	153_toplay	to play	Khispi	Khispi	lɛj	lɛj	l ɛ j	lish1235	1413	27.378042	92.223221		FALSE	1222		
6239	6239	153_toplay	to play	Duhumbi	Duhumbi	lɛj	lɛj	l ɛ j	chug1252	1413	27.416112	92.212034		FALSE	1222		
6240	6240	153_toplay	to play	Khoina	Khoina	lɑ	lɑ	l ɑ	khoi1253	1413	27.334981	92.52994		FALSE	1222		
6241	6241	153_toplay	to play	Jerigaon	Jerigaon	jɛŋ	jɛŋ	j ɛ ŋ	jeri1243	1413	27.340629	92.486595		FALSE	1224		
6242	6242	153_toplay	to play	Khoitam	Khoitam	jɛŋ	jɛŋ	j ɛ ŋ	khoi1252	1413	27.327487	92.439455		FALSE	1224		
6243	6243	153_toplay	to play	Rahung	Rahung	jɛŋ	jɛŋ	j ɛ ŋ	rahu1234	1413	27.310778	92.395028		FALSE	1222		
6244	6244	153_toplay	to play	Rupa	Rupa	lɔ	lɔ	l ɔ	rupa1234	1413	27.203065	92.398757		FALSE	1222		
6245	6245	153_toplay	to play	Shergaon	Shergaon	lɔ	lɔ	l ɔ	sher1261	1413	27.105018	92.272133		FALSE	1222		
6246	6246	153_toplay	to play	BhutanTshangla	Bhutan Tshangla	ʨaŋ	ʨaŋ	tɕ a ŋ	tsha1245	1413	27.337241	91.551654		FALSE	1221		
6247	6247	153_toplay	to play	KusundaK	KusundaK	li.buŋ.t̪ɔː	li.buŋ.t̪ɔː	l i + b u ŋ + t̪ ɔː	kusu1250	1413	28	82.26		FALSE	1227		
6248	6248	153_toplay	to play	Achang	Achang	tseʔ⁵⁵	ts.e.ʔ.⁵⁵	ts e ʔ ⁵⁵	acha1249	1413	24.466605	97.89503		FALSE	4151		
6249	6249	153_toplay	to play	Beijing	Beijing Chinese	ur/an³⁵	u.r/a.n.³⁵	u r/a n ³⁵	beij1235	1413	39.909056	116.397422		FALSE	1944		
6250	6250	153_toplay	to play	Bokar	Bokar	ɕoŋ |men	ɕ.o.ŋ.+.m.e.n	ɕ o./o ŋ + m e n	boka1249	1413	27.554547	93.15717		FALSE	2847		
