ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NOTES,LOAN
Daofu-209_there-1,Daofu_v2_1858,Daofu,209_there,a wu thu,a._.w.u._.th.u,,,Huang1992,2701,,,,,FALSE
Dulong-209_there-1,Dulong_v2_2050,Dulong,209_there,ɔ⁵³jɑ⁵³kɑi⁵³,ɔ.⁵³.◦.j.ɑ.⁵³.◦.k.ɑ.i.⁵³,,,Huang1992,2712,,,,,FALSE
TaniBokar-209_there-1,Bokar_v2_2681,TaniBokar,209_there,aː◦lo,aː.l.o,,,Huang1992,2699,,,,,FALSE
Zhaba-209_there-1,Zhaba_v2_2695,Zhaba,209_there,ŋᴜ⁵⁵ khə⁵⁵,ŋ.ᴜ.⁵⁵._.kh.ə.⁵⁵,,,Huang1992,4744,,,,,FALSE
Zhaba-209_there-2,Zhaba_v2_2696,Zhaba,209_there,thə⁵⁵khə⁵⁵,th.ə.⁵⁵.◦.kh.ə.⁵⁵,,,Huang1992,5924,,,,,FALSE
DarangTaraon-209_there-1,DarangTaraon_v2_2745,DarangTaraon,209_there,we⁵⁵go⁵⁵,w.e.⁵⁵.◦.g.o.⁵⁵,,,Huang1992,2702,,,,,FALSE
Xiahe-209_there-1,Xiahe_v2_3042,Xiahe,209_there,kan na,k.a.n._.n.a,,,Huang1992,5921,,,,,FALSE
Lisu-209_there-1,Lisu_v2_3424,Lisu,209_there,go³³ ku̱a̱³³,g.o.³³._.k.u̱.a̱.³³,,,Huang1992,2708,,,,,FALSE
TaniBokar-209_there-2,Bokar_v2_3459,TaniBokar,209_there,aːto,aː.t.o,,,Huang1992,2698,,,,,FALSE
Alike-209_there-1,Alike_v2_3886,Alike,209_there,kaŋ,k.a.ŋ,,,Huang1992,5921,,,,,FALSE
Yidu-209_there-1,Yidu_v2_4008,Yidu,209_there,ɑ⁵⁵ jɑ³⁵,ɑ.⁵⁵._.j.ɑ.³⁵,,,Huang1992,4358,,,,,FALSE
Batang-209_there-1,Batang_v2_4172,Batang,209_there,e¹³tsɑ⁵⁵,e.¹³.◦.ts.ɑ.⁵⁵,,,Huang1992,5922,,,,,FALSE
Khaling-209_there-1,Khaling_v2_4389,Khaling,209_there,jʌkkʌ,j.ʌ.k.k.ʌ,,,Jacques2017FN,2710,,,,,FALSE
Limbu-209_there-1,Limbu_v2_4390,Limbu,209_there,na,n.a,,,Jacques2017FN,2709,,,,,FALSE
OldChinese-209_there-1,OldChinese_v2_4818,OldChinese,209_there,*pajʔ,p.a.j.ʔ,,,Baxter2014,3807,,,,,FALSE
WobziKhroskyabs-209_there-1,WobziKhroskyabs_v2_5360,WobziKhroskyabs,209_there,ætə̂gə,æ.t.ə̂.g.ə,,,Lai2017,5105,,,,,FALSE
Chepang-209_there-1,Chepang_v2_5603,Chepang,209_there,ʔoʔ+haŋʔ,ʔ.o.ʔ.+.h.a.ŋ.ʔ,,,Caughley2000,5245,,,,,FALSE
Garo-209_there-1,Garo_v2_5845,Garo,209_there,uʔ+no,u.ʔ.+.n.o,,,Burling2003,5447,,,,,FALSE
Thulung-209_there-1,Thulung_v2_6116,Thulung,209_there,m e s i n ɖ a,m e s i n ɖ a,,,Allen1975,5610,,,,,FALSE
Hakha-209_there-1,Hakha_v2_6398,Hakha,209_there,khika,kh.i.k.a,,,VanBik2014,5923,,,,,FALSE
Bunan-209_there-1,Bunan_v2_6686,Bunan,209_there,tʰaraŋ,tʰ.a.r.a.ŋ,,,Widmer2014,6146,,,,,FALSE
Byangsi-209_there-1,Byangsi_v2_6862,Byangsi,209_there,atikho,a.t.i.kh.o,,,Sharma2003a,6432,,,,,FALSE
Byangsi-209_there-2,Byangsi_v2_6863,Byangsi,209_there,atɛ,a.t.ɛ,,,Sharma2003a,6432,,,,,FALSE
Rongpo-209_there-1,Rongpo_v2_7091,Rongpo,209_there,dɔ,d.ɔ,,,Sharma2003,6433,,,,,FALSE
Kulung-209_there-1,Kulung_v2_7315,Kulung,209_there,mǝnpi,m.ǝ.n.p.i,,,Tolsma1999,6434,,,,,FALSE
Bantawa-209_there-1,Bantawa_v2_7578,Bantawa,209_there,moju,m.o.j.u,,,Jongens2009,6595,,,,,FALSE
Achang-209_there-1,Achang_v2_7697,Achang,209_there,tʰe⁵⁵+tʰɔʔ⁵⁵,tʰ.e.⁵⁵.+.tʰ.ɔ.ʔ.⁵⁵,,,Huang1992 Hill2017,8047,,,,,FALSE
Atsi-209_there-1,Atsi_v2_7698,Atsi,209_there,xje⁵¹+ma⁵⁵,x.j.e.⁵¹.+.m.a.⁵⁵,,,Huang1992 Hill2017,8048,,,,,FALSE
Bola-209_there-1,Bola_v2_7699,Bola,209_there,tʰɔ̆i⁵⁵+mɛ̃∼⁵⁵,tʰ.ɔ̆.i.⁵⁵.+.m.ɛ̃.∼.⁵⁵,,,Huang1992 Hill2017,8049,,,,,FALSE
Lashi-209_there-1,Lashi_v2_7700,Lashi,209_there,tʰə³³+mo³³,tʰ.ə.³³.+.m.o.³³,,,Huang1992 Hill2017,8049,,,,,FALSE
Maru-209_there-1,Maru_v2_7701,Maru,209_there,tʰø⁵⁵+mɛ³¹,tʰ.ø.⁵⁵.+.m.ɛ.³¹,,,Huang1992 Hill2017,8049,,,,,FALSE
Xiandao-209_there-1,Xiandao_v2_7702,Xiandao,209_there,tʰɛ⁵⁵+tʰɔʔ⁵⁵,tʰ.ɛ.⁵⁵.+.tʰ.ɔ.ʔ.⁵⁵,,,Huang1992 Hill2017,8047,,,,,FALSE
Rangoon-209_there-1,Rangoon_v2_8125,Rangoon,209_there,tʰo²²+ɑ⁵³+nɑ⁵⁵,tʰ.o.²².+.ɑ.⁵³.+.n.ɑ.⁵⁵,,,Huang1992 Hill2017,8263,,,,,FALSE
KarbiMikir-209_there-1,Mikir_v2_11895,KarbiMikir,209_there,hadak,h.á,,,Walker1925 KonnerthFC GruessnerNoDate,0,,,,,FALSE
MishmiKaman-209_there-1,Kaman_230192,MishmiKaman,209_there,ɑ³¹ hit⁵⁵ lɑm⁵⁵,ɑ³¹ hit⁵⁵ lɑm⁵⁵,,,Sun1991,,,,,,
KBEastPuroikSoja-209_there-1,easternpuroik_233,KBEastPuroikSoja,209_there,"bhuu, wa",buː,,,RS09,,,,,,
KBEastPuroikRemsangpuia-209_there-1,easternpuroik_209,KBEastPuroikRemsangpuia,209_there,bɔː,bɔː,,,Remsangpuia2008,,,,,,
KBEastPuroikSun-209_there-1,puroik_230194,KBEastPuroikSun,209_there,ɟeh⁵³ la⁵³,ɟeh⁵³+la⁵³,,,Sun1991,,,,,,
TshDirangTshangla-210_thick-1,DirangTshangla_123,TshDirangTshangla,210_thick,tʰɛt+pu,tʰɛt+pu,,,TB,,,,,,
TaniGalo-210_thick-1,Galo_123,TaniGalo,210_thick,zɨɨ-càm,dʑɨː+tɕam51,,,Post07,,,,,,
TaniTangam-210_thick-1,Tangam_210,TaniTangam,210_thick,biitaŋ,biː+taŋ,,,Post2017,,,,,,
EBDzalakha-210_thick-1,Dzalakha_210,EBDzalakha,210_thick,togpu,tok+pu,,,DDC2017,,,,,,
EBKhengkha-210_thick-1,Khengkha_123,EBKhengkha,210_thick,tɔk+tɕi+la,tɔk+tɕi+la,,,TB,,,,,,
EBMamaCuonaMenba-210_thick-1,MamaCuonaMenba_123,EBMamaCuonaMenba,210_thick,tuk55po53,tuk55po53,,,Lu2002,,,,,,
EBWenlangCuonaMenba-210_thick-1,WenlangCuonaMenba_292,EBWenlangCuonaMenba,210_thick,tuk55po55,tuk55po55,,,Lu2002,,,,,,
KBWestPuroikLieberherr-210_thick-1,BuluPuroik_8645,KBWestPuroikLieberherr,210_thick,a.pən,a.pən,,,TB,461,,,,,FALSE
KBDikhyangBugun-210_thick-1,DikhyangBugun_8646,KBDikhyangBugun,210_thick,ə.kʰla.bou,ə.kʰla.bou,,,TB,457,,,,,FALSE
KBWKhispi-210_thick-1,Khispi_8647,KBWKhispi,210_thick,dʑɔŋ.dʑɔŋ,dʑɔŋ.dʑɔŋ,,,TB,458,,,,,TRUE
KBWDuhumbi-210_thick-1,Duhumbi_8648,KBWDuhumbi,210_thick,ɔ.tʰɛs,ɔ.tʰɛs,,,TB,3065,,,,,FALSE
KBWKhoina-210_thick-1,Khoina_8649,KBWKhoina,210_thick,a.tʰɛˀ,a.tʰɛˀ,,,TB,3065,,,,,FALSE
KBWJerigaon-210_thick-1,Jerigaon_8650,KBWJerigaon,210_thick,a.tʰɛˀ,a.tʰɛˀ,,,TB,3065,,,,,FALSE
KBWKhoitam-210_thick-1,Khoitam_8651,KBWKhoitam,210_thick,a.tʰɛˀ,a.tʰɛˀ,,,TB,3065,,,,,FALSE
KBWRahung-210_thick-1,Rahung_8652,KBWRahung,210_thick,a.tʰɛˀ,a.tʰɛˀ,,,TB,3065,,,,,FALSE
KBWRupa-210_thick-1,Rupa_8653,KBWRupa,210_thick,a.tʰat,a.tʰat,,,TB,3065,,,,,FALSE
KBWShergaon-210_thick-1,Shergaon_8654,KBWShergaon,210_thick,a.tʰat,a.tʰat,,,TB,3065,,,,,FALSE
TshBhutanTshangla-210_thick-1,BhutanTshangla_8655,TshBhutanTshangla,210_thick,tʰɛt+pu,tʰɛt+pu,,,TB,3065,,,,,FALSE
Kusunda-210_thick-1,KusundaK_8656,Kusunda,210_thick,gʰəj.niː,gʰəj.niː,,,Bodt2019b,452,,,,,FALSE
HruBangru-210_thick-1,Bangru_nan,HruBangru,210_thick,məloa mədoa,mə+loa mə+doa,,,TB,,,,,,
EBBumthang-210_thick-1,Bumthang_123,EBBumthang,210_thick,tʰok+dʑan,tʰok+dʑan,,,TB,,,,,,
OldTibetan-210_thick-1,OldTibetan_8681,OldTibetan,210_thick,mtʰug,m.tʰ.u.g,,,Huang1992,2146,,,,,FALSE
Japhug-210_thick-1,Japhug_8670,Japhug,210_thick,jaʁ,j.a.ʁ,,,Jacques2015b,977,,,,,FALSE
Maerkang-210_thick-1,MaerkangrGyalrong_v2_1386,Maerkang,210_thick,kə jɑk,k.ə._.j.ɑ.k,,,Huang1992,977,,,,,FALSE
Daofu-210_thick-1,Daofu_v2_1883,Daofu,210_thick,ɣɮa ɣɮa,ɣ.ɮ.a.+.ɣ.ɮ.a,,,Huang1992,977,,,,,FALSE
Daofu-210_thick-2,Daofu_v2_1884,Daofu,210_thick,ga ɣɮa,g.a.+.ɣ.ɮ.a,,,Huang1992,977,,,,,FALSE
Dulong-210_thick-1,Dulong_8665,Dulong,210_thick,tɑt⁵⁵,t.ɑ.t.⁵⁵,,,Huang1992,3065,,,,,TRUE
Batang-210_thick-1,Batang_8687,Batang,210_thick,thu⁵⁵pᴜ⁵³,th.u.⁵⁵.◦.p.ᴜ.⁵³,,,Huang1992,2146,,,,,FALSE
TshMotuoMenba-210_thick-1,MotuoMenba_8678,TshMotuoMenba,210_thick,thet pu,tʰ.e.t._.p.u,,,Huang1992,3065,,,,,FALSE
Lisu-210_thick-1,Lisu_8674,Lisu,210_thick,thu̱³³,th.u̱.³³,,,Huang1992,2146,,,,,FALSE
Lhasa-210_thick-1,Lhasa_8688,Lhasa,210_thick,thuː⁵⁵pu⁵⁵,th.uː.⁵⁵.◦.p.u.⁵⁵,,,Huang1992,2146,,,,,FALSE
Xiahe-210_thick-1,Xiahe_v2_3054,Xiahe,210_thick,thəχ kwo,th.ə.χ._.k.w.o,,,Huang1992,2146,,,,,FALSE
Zhaba-210_thick-1,Zhaba_8694,Zhaba,210_thick,dy⁵⁵ dy⁵⁵,d.y.⁵⁵._.d.y.⁵⁵,,,Huang1992,2702,,,,,FALSE
TaniBokar-210_thick-1,Bokar_8659,TaniBokar,210_thick,biŋ tɕam,b.i.ŋ.+.tɕ.a.m,,,Huang1992,2731,,,,,FALSE
DarangTaraon-210_thick-1,DarangTaraon_8664,DarangTaraon,210_thick,bi³¹ tɕoŋ⁵⁵,b.i.³¹._.tɕ.o.ŋ.⁵⁵,,,Huang1992,2731,,,,,FALSE
Alike-210_thick-1,Alike_8686,Alike,210_thick,tok po,t.o.k._.p.o,,,Huang1992,2146,,,,,FALSE
Yidu-210_thick-1,Yidu_8693,Yidu,210_thick,kɑ⁵⁵ blo⁵⁵,k.ɑ.⁵⁵._.b.l.o.⁵⁵,,,Huang1992,2977,,,,,FALSE
Jingpho-210_thick-1,Jingpho_8671,Jingpho,210_thick,that³¹,th.a.t.³¹,,,Huang1992,3065,,,,,FALSE
Khaling-210_thick-1,Khaling_v2_4391,Khaling,210_thick,tejpɛ,t.e.j.p.ɛ,,,Jacques2017FN,1427,,,,,FALSE
Limbu-210_thick-1,Limbu_8673,Limbu,210_thick,thuŋs,th.u.ŋ.s,,,Jacques2017FN,2146,,,,,FALSE
OldChinese-210_thick-1,OldChinese_8680,OldChinese,210_thick,*Cə.[g]ˤ(r)oʔ,C/.ə.+.gˤ.o.ʔ,,,Baxter2014,1868,,,,,FALSE
OldBurmese-210_thick-1,OldBurmese_8679,OldBurmese,210_thick,tup,t.u.p,,,Hill2017,3690,,,,,FALSE
WobziKhroskyabs-210_thick-1,WobziKhroskyabs_8690,WobziKhroskyabs,210_thick,jnjɑ̂ɣ,j.n.j.ɑ̂.ɣ,,,Lai2017,977,,,,,FALSE
Chepang-210_thick-1,Chepang_8663,Chepang,210_thick,dun,d.u.n,,,Caughley2000,3893,,,,,FALSE
Garo-210_thick-1,Garo_8666,Garo,210_thick,chat+a,ch.a.t.+.a,,,Burling2003,3065,,,,,FALSE
Garo-210_thick-2,Garo_8667,Garo,210_thick,dik+a,d.i.k.+.a,,,Burling2003,4024,,,,,FALSE
Thulung-210_thick-1,Thulung_8685,Thulung,210_thick,ɖeːpa,ɖ.eː.p.a,,,Allen1975,1427,,,,,FALSE
Hakha-210_thick-1,Hakha_8668,Hakha,210_thick,tsʰaʔ,tsʰ.a.ʔ,,,VanBik2014,1558,,,,,FALSE
Bunan-210_thick-1,Bunan_8660,Bunan,210_thick,boj,b.o.j,,,Widmer2014,151,,,,,FALSE
Byangsi-210_thick-1,Byangsi_8661,Byangsi,210_thick,pʰote,pʰ.o.t.e,,,Sharma2003a,418,,,,,FALSE
Achang-210_thick-1,Achang_8657,Achang,210_thick,kan³¹,k.a.n.³¹,,,Huang1992 Hill2017,905,,,,,FALSE
Atsi-210_thick-1,Atsi_v2_7706,Atsi,210_thick,tʰu⁵¹,tʰ.u.⁵¹,,,Huang1992 Hill2017,906,,,,,FALSE
Bola-210_thick-1,Bola_v2_7707,Bola,210_thick,tʰu⁵⁵,tʰ.u.⁵⁵,,,Huang1992 Hill2017,906,,,,,FALSE
Lashi-210_thick-1,Lashi_8672,Lashi,210_thick,tʰuː³³,tʰ.uː.³³,,,Huang1992 Hill2017,906,,,,,FALSE
Xiandao-210_thick-1,Xiandao_v2_7710,Xiandao,210_thick,kan³⁵,k.a.n.³⁵,,,Huang1992 Hill2017,905,,,,,FALSE
Rangoon-210_thick-1,Rangoon_8683,Rangoon,210_thick,tʰu²²,tʰ.u.²²,,,Huang1992 Hill2017,906,,,,,FALSE
Maru-210_thick-1,Maru_v2_8290,Maru,210_thick,tʰau³¹,tʰ.a.u.³¹,,,Huang1992 Hill2017,906,,,,,FALSE
Bahing-210_thick-1,Bahing_v2_9363,Bahing,210_thick,tan,t.a.n,,,Michailovsky1989,1427,,,,,FALSE
Lushai-210_thick-1,Lushai_8675,Lushai,210_thick,tʃʰah,tʃʰ.a.h,,,Lorrain1940,1558,,,,,FALSE
Lushai-210_thick-2,Lushai_8676,Lushai,210_thick,tʃum,tʃ.u.m,,,Lorrain1940,1559,,,,,FALSE
Beijing-210_thick-1,Beijing_8658,Beijing,210_thick,xou⁵¹,x.o.u.⁵¹,,,Lai2017FN,1868,,,,,FALSE
Guangzhou-210_thick-1,Guangzhou_v2_10668,Guangzhou,210_thick,hɐu²³,h.ɐ.u.²³,,,Lai2017FN,1868,,,,,FALSE
Chaozhou-210_thick-1,Chaozhou_8662,Chaozhou,210_thick,kau³⁵,k.a.u.³⁵,,,Lai2017FN,1868,,,,,FALSE
Longgang-210_thick-1,Longgang_v2_10670,Longgang,210_thick,pʰun³³,pʰ.u.n.³³,,,Lai2017FN,1869,,,,,FALSE
Jieyang-210_thick-1,Jieyang_v2_10671,Jieyang,210_thick,kau³⁵,k.a.u.³⁵,,,Lai2017FN,1868,,,,,FALSE
Xingning-210_thick-1,Xingning_8691,Xingning,210_thick,hiu⁵³,h.i.u.⁵³,,,Lai2017FN,1868,,,,,FALSE
Xingning-210_thick-2,Xingning_8692,Xingning,210_thick,pʰin⁴⁵,pʰ.i.n.⁴⁵,,,Lai2017FN,1869,,,,,FALSE
Ukhrul-210_thick-1,Ukhrul_8689,Ukhrul,210_thick,kə+ʃa,k.ə.+.ʃ.a,,,Mortensen2012,3400,,,,,FALSE
Hayu-210_thick-1,Hayu_8669,Hayu,210_thick,ton,t.o.n,,,Michailovsky1989a,2221,,,,,FALSE
Tangut-210_thick-1,Tangut_8684,Tangut,210_thick,laa,l.aa,,,Li1997,977,,,,,FALSE
KarbiMikir-210_thick-1,Mikir_8677,KarbiMikir,210_thick,karthat,k.a.r.th.a.t,,,Walker1925 KonnerthFC GruessnerNoDate,3065,,,,,FALSE
Rabha-210_thick-1,Rabha_8682,Rabha,210_thick,tʃat,tʃ.a.t,,,Joseph2007,3065,,,,,FALSE
MishmiKaman-210_thick-1,Kaman_223052,MishmiKaman,210_thick,kɯ³¹ pɑ̆ŋ³⁵,kɯ³¹ pɑ̆ŋ³⁵,,,Sun1991,,,,,,
KBEastPuroikSoja-210_thick-1,easternpuroik_147,KBEastPuroikSoja,210_thick,apik,a+pik,,,AT90,,,,,,
KBEastPuroikRemsangpuia-210_thick-1,easternpuroik_210,KBEastPuroikRemsangpuia,210_thick,amam,a+mam,,,Remsangpuia2008,,,,,,
KBEastPuroikSun-210_thick-1,puroik_223054,KBEastPuroikSun,210_thick,a³³ tsɯ³³,a³³+tsɯ³³,,,Sun1991,,,,,,
TshDirangTshangla-211_thethigh-1,DirangTshangla_114,TshDirangTshangla,211_thethigh,lum+tɕi,lum+tʃi,,,TB,,,,,,
TaniGalo-211_thethigh-1,Galo_114,TaniGalo,211_thethigh,ar-báa,ar+baː55,,,Post07,,,,,*far,
TaniTangam-211_thethigh-1,Tangam_211,TaniTangam,211_thethigh,ambaŋ,am+baŋ,,,Post2017,,,,,,
EBDzalakha-211_thethigh-1,Dzalakha_211,EBDzalakha,211_thethigh,phelu,pʰe+lu,,,DDC2017,,,,,,
EBKhengkha-211_thethigh-1,Khengkha_114,EBKhengkha,211_thethigh,binpa,bin+pa,,,AandY1996,,,,,,
KBWestPuroikLieberherr-211_thethigh-1,BuluPuroik_8695,KBWestPuroikLieberherr,211_thethigh,a.lɛɛ.kɨŋ,a.lɛɛ.kɨŋ,,,TB,1145,,,,,FALSE
KBDikhyangBugun-211_thethigh-1,DikhyangBugun_8696,KBDikhyangBugun,211_thethigh,la.pʰɔk,la.pʰɔk,,,TB,1149,,,,,FALSE
KBWKhispi-211_thethigh-1,Khispi_8697,KBWKhispi,211_thethigh,lɛ.pʰa,lɛ.pʰa,,,TB,3781,,,,,FALSE
KBWDuhumbi-211_thethigh-1,Duhumbi_8698,KBWDuhumbi,211_thethigh,lɛ.pʰa,lɛ.pʰa,,,TB,3781,,,,,FALSE
KBWKhoina-211_thethigh-1,Khoina_8699,KBWKhoina,211_thethigh,ja.pʰlu,ja.pʰlu,,,TB,3781,,,,,FALSE
KBWJerigaon-211_thethigh-1,Jerigaon_8700,KBWJerigaon,211_thethigh,la.pʰlu,la.pʰlu,,,TB,3781,,,,,FALSE
KBWKhoitam-211_thethigh-1,Khoitam_8701,KBWKhoitam,211_thethigh,la.pʰlu,la.pʰlu,,,TB,3781,,,,,FALSE
KBWRahung-211_thethigh-1,Rahung_8702,KBWRahung,211_thethigh,la.pʰu,la.pʰu,,,TB,3781,,,,,FALSE
KBWRupa-211_thethigh-1,Rupa_8703,KBWRupa,211_thethigh,lə.pʰu,lə.pʰu,,,TB,3781,,,,,FALSE
KBWShergaon-211_thethigh-1,Shergaon_8704,KBWShergaon,211_thethigh,lə.pʰu,lə.pʰu,,,TB,3781,,,,,FALSE
TshBhutanTshangla-211_thethigh-1,BhutanTshangla_8705,TshBhutanTshangla,211_thethigh,lum,lum,,,TB,154,,,,,FALSE
Kusunda-211_thethigh-1,KusundaK_8706,Kusunda,211_thethigh,ɔː.d̪ɔk,ɔː.d̪ɔk,,,Bodt2019b,1151,,,,,FALSE
HruBangru-211_thethigh-1,Bangru_nan,HruBangru,211_thethigh,məruː,mə+ruː,,,BandL2015,,,,,*mə-lu,
HruMijiNafra-211_thethigh-1,MijiNafra_nan,HruMijiNafra,211_thethigh,lu̬,lu,,,Simon1979,,,,,*mə-lu,
EBBumthang-211_thethigh-1,Bumthang_114,EBBumthang,211_thethigh,nyamgong,ɲam+goŋ,,,vanDriem2015,,,,,,
Alike-211_thethigh-1,Alike_8732,Alike,211_thethigh,wla,w.l.a,,,Huang1992,865,,,,,FALSE
Jingpho-211_thethigh-1,Jingpho_8719,Jingpho,211_thethigh,mă³¹kji³³,m.ă.³¹.◦.k.j.i.³³,,,Huang1992,3253,,,,,FALSE
TshMotuoMenba-211_thethigh-1,MotuoMenba_8725,TshMotuoMenba,211_thethigh,lum,l.u.m,,,Huang1992,154,,,,,FALSE
Maerkang-211_thethigh-1,MaerkangrGyalrong_v2_1128,Maerkang,211_thethigh,tə phək pɑ,t.ə._.ph.ə.k._.p.ɑ,,,Huang1992,699,,,,,FALSE
Lhasa-211_thethigh-1,Lhasa_8734,Lhasa,211_thethigh,lɛ⁵⁵ɕa⁵⁵,l.ɛ.⁵⁵.◦.ɕ.a.⁵⁵,,,Huang1992,865,,,,,FALSE
Daofu-211_thethigh-1,Daofu_v2_1605,Daofu,211_thethigh,blɛ,b.l.ɛ,,,Huang1992,865,,,,,TRUE
Dulong-211_thethigh-1,Dulong_8715,Dulong,211_thethigh,mɯ³¹tɕi⁵³,m.ɯ.³¹.+.tɕ.i.⁵³,,,Huang1992,1299,,,,,FALSE
Batang-211_thethigh-1,Batang_8733,Batang,211_thethigh,lɑ⁵⁵keiʔ⁵³,l.ɑ.⁵⁵.◦.k.e.i.ʔ.⁵³,,,Huang1992,865,,,,,FALSE
Zhaba-211_thethigh-1,Zhaba_8738,Zhaba,211_thethigh,po⁵⁵ndei⁵⁵,p.o.⁵⁵.◦.n.d.e.i.⁵⁵,,,Huang1992,3463,,,,,FALSE
DarangTaraon-211_thethigh-1,DarangTaraon_8714,DarangTaraon,211_thethigh,xɑ⁵⁵,x.ɑ.⁵⁵,,,Huang1992,2118,,,,,FALSE
Xiahe-211_thethigh-1,Xiahe_v2_2820,Xiahe,211_thethigh,la,l.a,,,Huang1992,865,,,,,FALSE
Lisu-211_thethigh-1,Lisu_8722,Lisu,211_thethigh,bu̱³³vu³¹,b.u̱.³³.◦.v.u.³¹,,,Huang1992,2585,,,,,FALSE
TaniBokar-211_thethigh-1,Bokar_8709,TaniBokar,211_thethigh,la jək,l.a.+.j.ə.k,,,Huang1992,2829,,,,,FALSE
Yidu-211_thethigh-1,Yidu_8737,Yidu,211_thethigh,ɑ⁵⁵nu⁵⁵pu⁵³,ɑ.⁵⁵.◦.n.u.⁵⁵.◦.p.u.⁵³,,,Huang1992,2882,,,,,FALSE
Japhug-211_thethigh-1,Japhug_8718,Japhug,211_thethigh,tɯχpɣi,t.ɯ.χ.p.ɣ.i,,,Jacques2015b,3110,,,,,FALSE
Khaling-211_thethigh-1,Khaling_v2_4429,Khaling,211_thethigh,phile,p.h.i.l.e,,,Jacques2017FN,2453,,,,,FALSE
OldChinese-211_thethigh-1,OldChinese_8727,OldChinese,211_thethigh,*kʷˤaʔ,kʷˤ.a.ʔ,,,Baxter2014,3671,,,,,FALSE
OldBurmese-211_thethigh-1,OldBurmese_8726,OldBurmese,211_thethigh,po₂ṅ,p.o₂.ṅ,,,Hill2017,3451,,,,,FALSE
WobziKhroskyabs-211_thethigh-1,WobziKhroskyabs_8735,WobziKhroskyabs,211_thethigh,lpʰəlá,l.pʰ.ə.l.á,,,Lai2017,3781,,,,,FALSE
Chepang-211_thethigh-1,Chepang_8713,Chepang,211_thethigh,plek,p.l.e.k,,,Caughley2000,3894,,,,,FALSE
OldTibetan-211_thethigh-1,OldTibetan_8728,OldTibetan,211_thethigh,brla,b.r.l.a,,,Huang1992,865,,,,,FALSE
Hakha-211_thethigh-1,Hakha_8716,Hakha,211_thethigh,pʰǎ/ay/i,pʰ.ǎ/a.y/i,,,VanBik2014,407,,,,,FALSE
Bunan-211_thethigh-1,Bunan_8710,Bunan,211_thethigh,kʰodzup,kʰ.o.dz.u.p,,,Widmer2014,223,,,,,FALSE
Byangsi-211_thethigh-1,Byangsi_8711,Byangsi,211_thethigh,lakʃjaː,l.a.k.ʃ.j.aː,,,Sharma2003a,414,,,,,FALSE
Rongpo-211_thethigh-1,Rongpo_v2_7078,Rongpo,211_thethigh,tɔɽo,t.ɔ.ɽ.o,,,Sharma2003,553,,,,,FALSE
Kulung-211_thethigh-1,Kulung_8720,Kulung,211_thethigh,pʰila,pʰ.i.l.a,,,Tolsma1999,2453,,,,,FALSE
Bantawa-211_thethigh-1,Bantawa_v2_7579,Bantawa,211_thethigh,dʱilaŋ,dʱ.i.l.a.ŋ,,,Jongens2009,2803,,,,,FALSE
Achang-211_thethigh-1,Achang_8707,Achang,211_thethigh,tɕʰi⁵⁵+san⁵⁵,tɕʰ.i.⁵⁵.+.s.a.n.⁵⁵,,,Huang1992 Hill2017,1159,,,,,FALSE
Maru-211_thethigh-1,Maru_v2_8513,Maru,211_thethigh,tɔ̃∼⁵⁵+puk⁵⁵,t.ɔ̃.∼.⁵⁵.+.p.u.k.⁵⁵,,,Huang1992 Hill2017,1211,,,,,FALSE
Rangoon-211_thethigh-1,Rangoon_8730,Rangoon,211_thethigh,pɑ̃u∼²²,p.ɑ̃.u.∼.²²,,,Huang1992 Hill2017,3451,,,,,FALSE
Atsi-211_thethigh-1,Atsi_v2_8596,Atsi,211_thethigh,ta̰ŋ²¹+pau⁵⁵,t.a̰.ŋ.²¹.+.p.a.u.⁵⁵,,,Huang1992 Hill2017,1211,,,,,FALSE
Xiandao-211_thethigh-1,Xiandao_v2_8790,Xiandao,211_thethigh,lam⁵⁵+pau⁵³,l.a.m.⁵⁵.+.p.a.u.⁵³,,,Huang1992 Hill2017,1211,,,,,FALSE
Bola-211_thethigh-1,Bola_v2_8838,Bola,211_thethigh,tɔ̰̃∼³⁵+pau³¹,t.ɔ̰̃.∼.³⁵.+.p.a.u.³¹,,,Huang1992 Hill2017,1211,,,,,FALSE
Lashi-211_thethigh-1,Lashi_8721,Lashi,211_thethigh,ta̰ŋ⁵⁵+pou⁵⁵,t.a̰.ŋ.⁵⁵.+.p.o.u.⁵⁵,,,Huang1992 Hill2017,1211,,,,,FALSE
Lushai-211_thethigh-1,Lushai_8723,Lushai,211_thethigh,malpui,m.a.l.p.u.i,,,Lorrain1940,1552,,,,,FALSE
Beijing-211_thethigh-1,Beijing_8708,Beijing,211_thethigh,ta⁵¹tʰui²¹⁴,t.a.⁵¹.tʰ.u.i.²¹⁴,,,Lai2017FN,1845,,,,,FALSE
Guangzhou-211_thethigh-1,Guangzhou_v2_10596,Guangzhou,211_thethigh,tai²²pei³⁵,t.a.i.²².p.e.i.³⁵,,,Lai2017FN,10300,,,,,FALSE
Chaozhou-211_thethigh-1,Chaozhou_8712,Chaozhou,211_thethigh,tua¹¹ka³³tʰui⁵³,t.u.a.¹¹.k.a.³³.tʰ.u.i.⁵³,,,Lai2017FN,1845,,,,,TRUE
